"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"CVD_Risk_Behaviour_1.nlogox"
"wf_sweep"
"07/24/2026 02:00:29:408 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","influence_weight_friend","[step]","report-mean-risk","death-count","count people","rewiring-events","report-mean-friends"
"11","0.29","57","4.007936507936508","20","252","312","9.26984126984127"
"9","0.25","55","3.9693486590038316","7","261","306","9.386973180076629"
"12","0.29","34","4.048780487804878","3","246","198","9.471544715447154"
"12","0.29","35","4.0528455284552845","3","246","198","9.471544715447154"
"8","0.25","61","3.7686567164179103","17","268","373","9.32089552238806"
"9","0.25","56","3.9693486590038316","7","261","306","9.386973180076629"
"10","0.25","52","3.9029850746268657","11","268","291","9.417910447761194"
"12","0.29","36","4.048979591836734","3","245","198","9.428571428571429"
"8","0.25","62","4","17","267","373","9.280898876404494"
"9","0.25","57","3.969111969111969","9","259","306","9.305019305019306"
"10","0.25","53","3.9029850746268657","11","268","291","9.417910447761194"
"7","0.25","64","4.095406360424028","20","283","355","9.286219081272085"
"8","0.25","63","4.007547169811321","17","265","373","9.215094339622642"
"10","0.25","54","3.9029850746268657","11","268","291","9.417910447761194"
"11","0.29","58","4.011904761904762","20","252","325","9.373015873015873"
"7","0.25","65","4.099644128113879","21","281","355","9.252669039145907"
"11","0.29","59","4.011904761904762","20","252","325","9.373015873015873"
"7","0.25","66","4.103202846975089","21","281","355","9.252669039145907"
"11","0.29","60","4.007936507936508","20","252","325","9.373015873015873"
"9","0.25","58","3.969111969111969","9","259","321","9.420849420849422"
"10","0.25","55","3.9022556390977443","12","266","303","9.458646616541353"
"12","0.29","37","3.7169811320754715","4","265","211","9.237735849056603"
"9","0.25","59","3.969111969111969","9","259","321","9.420849420849422"
"8","0.25","64","4.007547169811321","17","265","387","9.320754716981131"
"10","0.25","56","3.9022556390977443","12","266","303","9.458646616541353"
"12","0.29","38","4.026415094339622","4","265","211","9.237735849056603"
"9","0.25","60","3.9689922480620154","10","258","321","9.387596899224807"
"8","0.25","65","4","18","264","387","9.280303030303031"
"10","0.25","57","3.9022556390977443","12","266","303","9.458646616541353"
"12","0.29","39","4.03030303030303","5","264","211","9.196969696969697"
"7","0.25","67","4.100358422939068","22","279","368","9.275985663082437"
"8","0.25","66","4","18","261","387","9.164750957854405"
"7","0.25","68","4.100358422939068","22","279","368","9.275985663082437"
"11","0.29","61","3.6498194945848375","20","277","338","9.104693140794224"
"7","0.25","69","4.100358422939068","22","279","368","9.275985663082437"
"11","0.29","62","4.0324909747292415","20","277","338","9.104693140794224"
"10","0.25","58","3.90188679245283","12","265","312","9.486792452830189"
"12","0.29","40","4.022900763358779","5","262","219","9.17557251908397"
"11","0.29","63","4.050724637681159","20","276","338","9.072463768115941"
"10","0.25","59","3.9053030303030303","12","264","312","9.446969696969697"
"12","0.29","41","4.015325670498084","5","261","219","9.134099616858238"
"8","0.25","67","3.996138996138996","19","259","411","9.274131274131275"
"9","0.25","61","3.6056338028169015","10","284","332","9.06338028169014"
"10","0.25","60","3.9053030303030303","12","264","312","9.446969696969697"
"12","0.29","42","4.019157088122605","5","261","219","9.134099616858238"
"8","0.25","68","3.996124031007752","19","258","411","9.232558139534884"
"9","0.25","62","3.971631205673759","11","282","332","8.99290780141844"
"7","0.25","70","4.0978260869565215","23","276","385","9.282608695652174"
"8","0.25","69","3.992217898832685","19","257","411","9.190661478599221"
"9","0.25","63","3.97864768683274","11","281","332","8.95373665480427"
"7","0.25","71","4.0978260869565215","23","276","385","9.282608695652174"
"11","0.29","64","4.043956043956044","21","273","351","9.047619047619047"
"7","0.25","72","4.098181818181819","23","275","385","9.28"
"11","0.29","65","4.0476190476190474","21","273","351","9.047619047619047"
"11","0.29","66","4.0476190476190474","21","273","351","9.047619047619047"
"12","0.29","43","4.023076923076923","5","260","240","9.253846153846155"
"12","0.29","44","4.023076923076923","5","260","240","9.253846153846155"
"8","0.25","70","3.9961089494163424","19","257","436","9.385214007782102"
"10","0.25","61","3.641843971631206","12","282","320","9.319148936170214"
"12","0.29","45","4.023166023166024","6","259","240","9.212355212355213"
"9","0.25","64","3.9785714285714286","11","280","359","9.107142857142858"
"10","0.25","62","3.9288256227758005","13","281","320","9.281138790035588"
"8","0.25","71","3.9921259842519685","21","254","436","9.26771653543307"
"10","0.25","63","3.931654676258993","15","278","320","9.16546762589928"
"8","0.25","72","4","21","253","436","9.225296442687746"
"9","0.25","65","3.9747292418772564","14","277","359","8.989169675090253"
"11","0.29","67","4.0476190476190474","21","273","363","9.135531135531135"
"9","0.25","66","3.9711191335740073","14","277","359","8.989169675090253"
"11","0.29","68","4.044444444444444","23","270","363","9.014814814814814"
"7","0.25","73","3.98220640569395","24","281","405","9.423487544483987"
"11","0.29","69","4.037174721189591","24","269","363","8.973977695167287"
"12","0.29","46","4.019455252918288","6","257","257","9.30739299610895"
"7","0.25","74","4.096085409252669","24","281","405","9.423487544483987"
"12","0.29","47","4.015625","6","256","257","9.265625"
"7","0.25","75","4.093189964157706","24","279","405","9.35483870967742"
"12","0.29","48","4.015686274509804","6","255","257","9.231372549019607"
"10","0.25","64","3.9280575539568345","15","278","331","9.244604316546763"
"10","0.25","65","3.9244604316546763","15","278","331","9.244604316546763"
"9","0.25","67","3.9709090909090907","14","275","387","9.149090909090908"
"10","0.25","66","3.931159420289855","17","276","331","9.166666666666666"
"8","0.25","73","3.68","21","275","460","9.214545454545455"
"9","0.25","68","3.9709090909090907","14","275","387","9.149090909090908"
"11","0.29","70","4.037174721189591","24","269","386","9.144981412639405"
"7","0.25","76","4.097122302158273","25","278","414","9.381294964028777"
"8","0.25","74","3.9413919413919416","22","273","460","9.135531135531135"
"9","0.25","69","3.970695970695971","15","273","387","9.06959706959707"
"11","0.29","71","4.037593984962406","25","266","386","9.022556390977444"
"7","0.25","77","4.0978260869565215","25","276","414","9.31159420289855"
"8","0.25","75","3.9411764705882355","22","272","460","9.095588235294118"
"11","0.29","72","4.037735849056604","25","265","386","8.981132075471699"
"7","0.25","78","4.094545454545455","25","275","414","9.272727272727273"
"12","0.29","49","3.849056603773585","7","265","274","9.441509433962263"
"10","0.25","67","3.934306569343066","18","274","350","9.226277372262773"
"12","0.29","50","4.026717557251908","8","262","274","9.32824427480916"
"12","0.29","51","4.019083969465649","8","262","274","9.32824427480916"
"10","0.25","68","3.93040293040293","19","273","350","9.186813186813186"
"10","0.25","69","3.9375","19","272","350","9.147058823529411"
"9","0.25","70","3.9705882352941178","15","272","413","9.220588235294118"
"8","0.25","76","3.948529411764706","22","272","479","9.235294117647058"
"7","0.25","79","4.098540145985401","25","274","432","9.364963503649635"
"9","0.25","71","3.9705882352941178","15","272","413","9.220588235294118"
"8","0.25","77","3.9444444444444446","23","270","479","9.162962962962963"
"7","0.25","80","4.095238095238095","25","273","432","9.326007326007327"
"9","0.25","72","3.9703703703703703","16","270","413","9.148148148148149"
"8","0.25","78","3.9444444444444446","23","270","479","9.162962962962963"
"7","0.25","81","4.095588235294118","26","272","432","9.308823529411764"
"11","0.29","73","3.8974358974358974","25","273","409","9.406593406593407"
"12","0.29","52","4.015325670498084","8","261","286","9.379310344827585"
"11","0.29","74","4.033210332103321","25","271","409","9.328413284132841"
"12","0.29","53","4.015325670498084","8","261","286","9.379310344827585"
"11","0.29","75","4.029739776951673","25","269","409","9.278810408921933"
"12","0.29","54","4.019305019305019","9","259","286","9.297297297297296"
"10","0.25","70","3.9411764705882355","19","272","372","9.308823529411764"
"10","0.25","71","3.933579335793358","20","271","372","9.269372693726938"
"8","0.25","79","3.9442379182156135","23","269","494","9.234200743494425"
"10","0.25","72","3.9296296296296296","21","270","372","9.22962962962963"
"8","0.25","80","3.9440298507462686","23","268","494","9.194029850746269"
"7","0.25","82","4.095588235294118","26","272","447","9.419117647058824"
"8","0.25","81","3.943820224719101","23","267","494","9.153558052434457"
"7","0.25","83","4.0962962962962965","27","270","447","9.34074074074074"
"11","0.29","76","4.033707865168539","25","267","430","9.355805243445692"
"11","0.29","77","4.033707865168539","25","267","430","9.355805243445692"
"7","0.25","84","4.092592592592593","27","270","447","9.34074074074074"
"12","0.29","55","4.01953125","10","256","309","9.375"
"9","0.25","73","3.683848797250859","16","291","435","9.168384879725085"
"11","0.29","78","4.033834586466165","25","266","430","9.323308270676693"
"12","0.29","56","4.019607843137255","11","255","309","9.333333333333334"
"9","0.25","74","3.9827586206896552","16","290","435","9.13103448275862"
"12","0.29","57","4.019685039370079","11","254","309","9.291338582677165"
"9","0.25","75","3.982698961937716","17","289","435","9.093425605536332"
"8","0.25","82","3.943820224719101","23","267","518","9.333333333333334"
"8","0.25","83","3.9431818181818183","23","264","518","9.219696969696969"
"10","0.25","73","3.74468085106383","21","282","387","9.361702127659575"
"11","0.29","79","4.030075187969925","25","266","454","9.503759398496241"
"8","0.25","84","3.946768060836502","23","263","518","9.186311787072244"
"10","0.25","74","3.9466192170818504","21","281","387","9.323843416370106"
"10","0.25","75","3.9464285714285716","21","280","387","9.285714285714286"
"11","0.29","80","4.034090909090909","25","264","454","9.424242424242424"
"12","0.29","58","4.023715415019763","11","253","329","9.40711462450593"
"7","0.25","85","3.8229166666666665","28","288","460","9.291666666666666"
"11","0.29","81","4.034090909090909","25","264","454","9.424242424242424"
"12","0.29","59","4.027888446215139","12","251","329","9.330677290836654"
"7","0.25","86","4.131944444444445","28","288","460","9.291666666666666"
"9","0.25","76","3.9825783972125435","17","287","452","9.142857142857142"
"7","0.25","87","4.125874125874126","28","286","460","9.223776223776223"
"12","0.29","60","4.027888446215139","12","251","329","9.330677290836654"
"9","0.25","77","3.982456140350877","18","285","452","9.066666666666666"
"10","0.25","76","3.953405017921147","21","279","395","9.304659498207885"
"9","0.25","78","3.9858657243816253","19","283","452","8.996466431095406"
"10","0.25","77","3.949820788530466","21","279","395","9.304659498207885"
"11","0.29","82","4.034090909090909","25","264","473","9.568181818181818"
"10","0.25","78","3.953405017921147","21","279","395","9.304659498207885"
"11","0.29","83","4.030418250950571","25","263","473","9.52851711026616"
"8","0.25","85","3.76","23","275","542","9.36"
"11","0.29","84","4.026615969581749","25","263","473","9.52851711026616"
"7","0.25","88","4.125874125874126","28","286","474","9.321678321678322"
"8","0.25","86","3.96","23","275","542","9.36"
"7","0.25","89","4.126315789473685","28","285","474","9.284210526315789"
"8","0.25","87","3.9452554744525545","23","274","542","9.321167883211679"
"12","0.29","61","3.7715355805243447","13","267","351","9.310861423220974"
"7","0.25","90","4.126315789473685","28","285","474","9.284210526315789"
"9","0.25","79","3.9893617021276597","20","282","486","9.198581560283689"
"12","0.29","62","4.086466165413534","13","266","351","9.278195488721805"
"10","0.25","79","3.949458483754513","22","277","403","9.28519855595668"
"9","0.25","80","3.98576512455516","21","281","486","9.160142348754448"
"10","0.25","80","3.9563636363636365","22","275","403","9.214545454545455"
"12","0.29","63","4.078947368421052","13","266","351","9.278195488721805"
"10","0.25","81","3.9525547445255476","23","274","403","9.175182481751825"
"9","0.25","81","3.98220640569395","21","281","486","9.160142348754448"
"11","0.29","85","3.7949640287769784","25","278","488","9.39568345323741"
"11","0.29","86","4.014388489208633","25","278","488","9.39568345323741"
"8","0.25","88","3.9452554744525545","23","274","556","9.423357664233576"
"7","0.25","91","4.120141342756184","28","283","483","9.314487632508834"
"11","0.29","87","4.0181818181818185","26","275","488","9.28"
"8","0.25","89","3.952029520295203","24","271","556","9.350553505535055"
"12","0.29","64","4.086466165413534","13","266","364","9.37593984962406"
"7","0.25","92","4.109540636042403","28","283","483","9.314487632508834"
"7","0.25","93","4.1138790035587185","29","281","483","9.245551601423488"
"8","0.25","90","3.9555555555555557","24","270","556","9.311111111111112"
"12","0.29","65","4.086792452830188","13","265","364","9.335849056603774"
"12","0.29","66","4.086792452830188","13","265","364","9.335849056603774"
"9","0.25","82","3.982078853046595","22","279","509","9.24731182795699"
"10","0.25","82","3.95985401459854","23","274","427","9.35036496350365"
"9","0.25","83","3.9820143884892087","22","278","509","9.251798561151078"
"11","0.29","88","4.021897810218978","26","274","502","9.343065693430656"
"10","0.25","83","3.956043956043956","23","273","427","9.326007326007327"
"9","0.25","84","3.9820143884892087","22","278","509","9.251798561151078"
"11","0.29","89","4.018315018315018","26","273","502","9.304029304029305"
"10","0.25","84","3.959409594095941","25","271","427","9.261992619926199"
"7","0.25","94","4.110714285714286","29","280","498","9.35"
"11","0.29","90","4.022058823529412","26","272","502","9.264705882352942"
"12","0.29","67","4.086792452830188","13","265","370","9.381132075471697"
"8","0.25","91","3.9553903345724906","24","269","573","9.397769516728625"
"7","0.25","95","4.108303249097473","31","277","498","9.24187725631769"
"12","0.29","68","4.088122605363985","14","261","370","9.226053639846743"
"8","0.25","92","3.958955223880597","25","268","573","9.35820895522388"
"7","0.25","96","4.094890510948905","33","274","498","9.13138686131387"
"12","0.29","69","4.088461538461538","14","260","370","9.184615384615384"
"8","0.25","93","3.958955223880597","25","268","573","9.35820895522388"
"11","0.29","91","4.022058823529412","26","272","525","9.433823529411764"
"11","0.29","92","4.022058823529412","26","272","525","9.433823529411764"
"11","0.29","93","4.025830258302583","26","271","525","9.394833948339484"
"12","0.29","70","4.088461538461538","14","260","388","9.323076923076924"
"10","0.25","85","3.6462585034013606","25","294","445","9.272108843537415"
"9","0.25","85","3.604575163398693","23","306","524","9.169934640522875"
"12","0.29","71","4.088803088803089","14","259","388","9.281853281853282"
"10","0.25","86","3.9625850340136055","25","294","445","9.272108843537415"
"8","0.25","94","3.958801498127341","25","267","588","9.430711610486892"
"12","0.29","72","4.089147286821706","15","258","388","9.24031007751938"
"9","0.25","86","3.9836065573770494","24","305","524","9.134426229508197"
"8","0.25","95","3.9586466165413534","25","266","588","9.443609022556391"
"10","0.25","87","3.9590443686006824","26","293","445","9.235494880546074"
"7","0.25","97","3.9192982456140353","34","285","523","9.347368421052632"
"8","0.25","96","3.9584905660377356","25","265","588","9.418867924528302"
"11","0.29","94","4.022222222222222","26","270","538","9.451851851851853"
"9","0.25","87","3.9901315789473686","24","304","524","9.098684210526315"
"7","0.25","98","4.105633802816901","34","284","523","9.309859154929578"
"11","0.29","95","4.022222222222222","26","270","538","9.451851851851853"
"7","0.25","99","4.098591549295775","34","284","523","9.309859154929578"
"11","0.29","96","4.022222222222222","26","270","538","9.451851851851853"
"10","0.25","88","3.9688581314878895","28","289","458","9.176470588235293"
"10","0.25","89","3.9756944444444446","28","288","458","9.13888888888889"
"12","0.29","73","3.870848708487085","15","271","399","9.261992619926199"
"10","0.25","90","3.982638888888889","28","288","458","9.13888888888889"
"9","0.25","88","3.9735099337748343","25","302","543","9.185430463576159"
"12","0.29","74","4.121771217712177","15","271","399","9.261992619926199"
"7","0.25","100","4.095070422535211","34","284","536","9.401408450704226"
"8","0.25","97","3.8810408921933086","25","269","601","9.591078066914498"
"12","0.29","75","4.118518518518519","15","270","399","9.222222222222221"
"9","0.25","89","3.9635761589403975","25","302","543","9.185430463576159"
"8","0.25","98","3.9586466165413534","25","266","601","9.473684210526315"
"7","0.25","101","4.095744680851064","35","282","536","9.361702127659575"
"11","0.29","97","3.7797202797202796","26","286","543","9.286713286713287"
"9","0.25","90","3.963455149501661","25","301","543","9.196013289036545"
"8","0.25","99","3.9586466165413534","25","266","601","9.473684210526315"
"7","0.25","102","4.088967971530249","35","281","536","9.380782918149466"
"11","0.29","98","4.066901408450704","26","284","543","9.211267605633802"
"11","0.29","99","4.045774647887324","26","284","543","9.211267605633802"
"10","0.25","91","3.9791666666666665","28","288","482","9.305555555555555"
"12","0.29","76","4.1169811320754715","16","265","415","9.147169811320754"
"12","0.29","77","4.110266159695818","17","263","415","9.11787072243346"
"10","0.25","92","3.9825783972125435","29","287","482","9.268292682926829"
"12","0.29","78","4.1038461538461535","18","260","415","9.007692307692308"
"8","0.25","100","3.9618320610687023","25","262","614","9.412213740458014"
"7","0.25","103","4.082437275985663","36","279","545","9.376344086021506"
"10","0.25","93","3.986013986013986","29","286","482","9.23076923076923"
"8","0.25","101","3.954198473282443","25","262","614","9.412213740458014"
"7","0.25","104","4.083333333333333","37","276","545","9.26086956521739"
"11","0.29","100","4.063604240282685","26","283","556","9.265017667844523"
"9","0.25","91","3.963455149501661","25","301","558","9.295681063122924"
"8","0.25","102","3.9536679536679538","26","259","614","9.297297297297296"
"7","0.25","105","4.090579710144928","37","276","545","9.26086956521739"
"11","0.29","101","4.053571428571429","27","280","556","9.157142857142857"
"9","0.25","92","3.963455149501661","25","301","558","9.295681063122924"
"11","0.29","102","4.064516129032258","27","279","556","9.118279569892474"
"9","0.25","93","3.9633333333333334","26","300","558","9.266666666666667"
"12","0.29","79","4.116279069767442","20","258","447","9.170542635658915"
"10","0.25","94","3.9825174825174825","29","286","506","9.398601398601398"
"12","0.29","80","4.109375","20","256","447","9.1015625"
"10","0.25","95","3.9789473684210526","30","285","506","9.36140350877193"
"8","0.25","103","3.945525291828794","28","257","638","9.408560311284047"
"12","0.29","81","4.11328125","20","256","447","9.1015625"
"10","0.25","96","3.982456140350877","30","285","506","9.36140350877193"
"7","0.25","106","4.083941605839416","37","274","572","9.379562043795621"
"8","0.25","104","3.9571984435797667","28","257","638","9.408560311284047"
"11","0.29","103","4.057553956834532","27","278","589","9.323741007194245"
"8","0.25","105","3.945525291828794","28","257","638","9.408560311284047"
"7","0.25","107","4.084249084249084","38","273","572","9.347985347985349"
"9","0.25","94","3.962962962962963","26","297","571","9.252525252525253"
"11","0.29","104","4.054151624548736","28","277","589","9.292418772563177"
"7","0.25","108","4.0777777777777775","38","270","572","9.244444444444444"
"9","0.25","95","3.9662162162162162","27","296","571","9.216216216216216"
"11","0.29","105","4.057971014492754","28","276","589","9.253623188405797"
"9","0.25","96","3.9694915254237286","27","295","571","9.179661016949153"
"12","0.29","82","4.109803921568627","20","255","479","9.349019607843138"
"8","0.25","106","3.953125","28","256","660","9.5390625"
"12","0.29","83","4.113725490196078","20","255","479","9.349019607843138"
"8","0.25","107","3.9448818897637796","28","254","660","9.456692913385826"
"10","0.25","97","3.913494809688581","31","289","517","9.515570934256056"
"12","0.29","84","4.110236220472441","20","254","479","9.307086614173228"
"8","0.25","108","3.9565217391304346","28","253","660","9.41501976284585"
"10","0.25","98","3.989547038327526","32","287","517","9.442508710801393"
"11","0.29","106","4.061594202898551","28","276","607","9.384057971014492"
"10","0.25","99","3.9859154929577465","34","284","517","9.345070422535212"
"11","0.29","107","4.050724637681159","28","276","607","9.384057971014492"
"7","0.25","109","3.795847750865052","38","289","595","9.301038062283737"
"11","0.29","108","4.058181818181819","28","275","607","9.345454545454546"
"7","0.25","110","4.086505190311419","38","289","595","9.301038062283737"
"9","0.25","97","3.877483443708609","27","302","597","9.490066225165563"
"7","0.25","111","4.087108013937282","38","287","595","9.233449477351916"
"12","0.29","85","3.8689138576779025","21","267","498","9.325842696629213"
"9","0.25","98","3.9503311258278146","27","302","597","9.490066225165563"
"10","0.25","100","3.9893238434163703","35","281","535","9.359430604982206"
"12","0.29","86","4.082706766917293","21","266","498","9.285714285714286"
"8","0.25","109","3.5412186379928317","28","279","680","9.197132616487455"
"10","0.25","101","3.989247311827957","35","279","535","9.304659498207885"
"9","0.25","99","3.953333333333333","27","300","597","9.44"
"12","0.29","87","4.101503759398496","21","266","498","9.285714285714286"
"8","0.25","110","3.971326164874552","28","279","680","9.197132616487455"
"10","0.25","102","3.9927797833935017","35","277","535","9.227436823104693"
"8","0.25","111","3.978494623655914","28","279","680","9.197132616487455"
"7","0.25","112","4.083623693379791","38","287","607","9.317073170731707"
"11","0.29","109","3.8088737201365186","28","293","619","9.34470989761092"
"7","0.25","113","4.08421052631579","38","285","607","9.284210526315789"
"11","0.29","110","4.054607508532423","28","293","619","9.34470989761092"
"7","0.25","114","4.084507042253521","38","284","607","9.267605633802816"
"12","0.29","88","4.097744360902255","21","266","508","9.360902255639099"
"11","0.29","111","4.054794520547945","28","292","619","9.308219178082192"
"12","0.29","89","4.1056603773584905","22","265","508","9.320754716981131"
"9","0.25","100","3.963210702341137","27","299","605","9.45819397993311"
"8","0.25","112","3.9784172661870505","29","278","685","9.194244604316546"
"12","0.29","90","4.09811320754717","22","265","508","9.320754716981131"
"9","0.25","101","3.9698996655518393","27","299","605","9.45819397993311"
"8","0.25","113","3.9711191335740073","29","277","685","9.155234657039712"
"10","0.25","103","3.9891696750902526","35","277","566","9.451263537906136"
"9","0.25","102","3.972972972972973","27","296","605","9.385135135135135"
"8","0.25","114","3.9747292418772564","29","277","685","9.155234657039712"
"10","0.25","104","3.9927797833935017","35","277","566","9.451263537906136"
"7","0.25","115","4.084507042253521","38","284","617","9.338028169014084"
"11","0.29","112","4.058419243986254","29","291","628","9.333333333333334"
"10","0.25","105","3.9855072463768115","35","276","566","9.41304347826087"
"7","0.25","116","4.084507042253521","38","284","617","9.338028169014084"
"12","0.29","91","4.1022727272727275","22","264","518","9.356060606060606"
"11","0.29","113","4.058419243986254","29","291","628","9.333333333333334"
"7","0.25","117","4.084805653710247","38","283","617","9.30035335689046"
"12","0.29","92","4.106870229007634","23","262","518","9.305343511450381"
"11","0.29","114","4.055363321799308","30","289","628","9.259515570934257"
"12","0.29","93","4.10727969348659","23","261","518","9.264367816091953"
"8","0.25","115","3.9782608695652173","29","276","698","9.253623188405797"
"9","0.25","103","3.9728813559322034","27","295","624","9.477966101694916"
"8","0.25","116","3.9963503649635035","31","274","698","9.175182481751825"
"9","0.25","104","3.979591836734694","27","294","624","9.4421768707483"
"10","0.25","106","3.989051094890511","37","274","580","9.437956204379562"
"8","0.25","117","3.989051094890511","31","274","698","9.175182481751825"
"7","0.25","118","4.085106382978723","38","282","626","9.340425531914894"
"9","0.25","105","3.979591836734694","27","294","624","9.4421768707483"
"10","0.25","107","3.9779411764705883","38","272","580","9.367647058823529"
"7","0.25","119","4.07829181494662","38","281","626","9.338078291814947"
"11","0.29","115","4.059233449477352","32","287","644","9.296167247386759"
"10","0.25","108","3.9851851851851854","38","270","580","9.296296296296296"
"12","0.29","94","4.111111111111111","23","261","541","9.440613026819923"
"11","0.29","116","4.056338028169014","33","284","644","9.183098591549296"
"7","0.25","120","4.07829181494662","38","281","626","9.338078291814947"
"12","0.29","95","4.114942528735632","23","261","541","9.440613026819923"
"11","0.29","117","4.067375886524823","33","282","644","9.106382978723405"
"12","0.29","96","4.111969111969112","24","259","541","9.35907335907336"
"8","0.25","118","3.992619926199262","31","271","712","9.158671586715867"
"9","0.25","106","3.979591836734694","27","294","635","9.517006802721088"
"8","0.25","119","3.985239852398524","31","271","712","9.158671586715867"
"9","0.25","107","3.9795221843003414","28","293","635","9.481228668941979"
"8","0.25","120","3.99250936329588","33","267","712","9.02621722846442"
"9","0.25","108","3.9828178694158076","28","291","635","9.40893470790378"
"10","0.25","109","3.795053003533569","38","283","612","9.448763250883392"
"12","0.29","97","3.7928571428571427","25","280","557","9.192857142857143"
"13","0.29","0","4.089068825910931","0","247","0","9.17408906882591"
"11","0.29","118","4.056939501779359","33","281","678","9.330960854092528"
"10","0.25","110","3.9680851063829787","39","282","612","9.411347517730496"
"12","0.29","98","4.115107913669065","27","278","557","9.115107913669064"
"11","0.29","119","4.064981949458484","34","277","678","9.191335740072201"
"10","0.25","111","3.971223021582734","42","278","612","9.266187050359711"
"12","0.29","99","4.10431654676259","27","278","557","9.115107913669064"
"11","0.29","120","4.054151624548736","34","277","678","9.191335740072201"
"14","0.29","0","4.145748987854251","0","247","0","9.165991902834008"
"13","0.29","1","4.0242914979757085","0","247","31","9.425101214574898"
"13","0.29","2","3.9836065573770494","0","244","31","9.295081967213115"
"9","0.25","109","3.8026315789473686","28","304","649","9.388157894736842"
"13","0.29","3","3.987704918032787","0","244","31","9.295081967213115"
"12","0.29","100","4.111510791366906","27","278","569","9.201438848920864"
"10","0.25","112","3.964028776978417","42","278","632","9.410071942446043"
"12","0.29","101","4.11913357400722","28","277","569","9.16245487364621"
"10","0.25","113","3.9676258992805757","42","278","632","9.410071942446043"
"9","0.25","110","3.9967105263157894","28","304","649","9.388157894736842"
"12","0.29","102","4.115942028985507","28","276","569","9.123188405797102"
"10","0.25","114","3.963898916967509","42","277","632","9.371841155234657"
"15","0.29","0","4.080168776371308","0","237","0","9.19831223628692"
"9","0.25","111","4","28","303","649","9.353135313531354"
"14","0.29","1","4.198380566801619","0","247","22","9.34412955465587"
"14","0.29","2","4.138211382113822","1","246","22","9.300813008130081"
"13","0.29","4","3.987704918032787","0","244","54","9.48360655737705"
"14","0.29","3","4.14344262295082","1","244","22","9.21311475409836"
"13","0.29","5","3.987704918032787","0","244","54","9.48360655737705"
"13","0.29","6","3.9876543209876543","1","243","54","9.440329218106996"
"10","0.25","115","3.9711191335740073","42","277","641","9.436823104693142"
"12","0.29","103","4.115942028985507","28","276","585","9.23913043478261"
"15","0.29","1","4.088983050847458","0","236","29","9.398305084745763"
"10","0.25","116","3.967391304347826","42","276","641","9.398550724637682"
"12","0.29","104","4.116363636363636","28","275","585","9.2"
"9","0.25","112","4.009966777408638","28","301","661","9.382059800664452"
"15","0.29","2","4.072340425531915","1","235","29","9.353191489361702"
"10","0.25","117","3.971014492753623","42","276","641","9.398550724637682"
"12","0.29","105","4.12","28","275","585","9.2"
"15","0.29","3","4.0638297872340425","1","235","29","9.353191489361702"
"14","0.29","4","4.14344262295082","1","244","47","9.418032786885245"
"9","0.25","113","4.009966777408638","28","301","661","9.382059800664452"
"13","0.29","7","3.987603305785124","2","242","72","9.545454545454545"
"14","0.29","5","4.1440329218107","1","243","47","9.37448559670782"
"9","0.25","114","4.006666666666667","28","300","661","9.346666666666666"
"13","0.29","8","3.987551867219917","2","241","72","9.50207468879668"
"14","0.29","6","4.1440329218107","1","243","47","9.37448559670782"
"13","0.29","9","3.987551867219917","2","241","72","9.50207468879668"
"10","0.25","118","3.9635036496350367","42","274","647","9.372262773722628"
"12","0.29","106","4.127272727272727","28","275","601","9.316363636363636"
"10","0.25","119","3.9633699633699635","42","273","647","9.333333333333334"
"15","0.29","4","4.068376068376068","1","234","47","9.461538461538462"
"12","0.29","107","4.123636363636364","28","275","601","9.316363636363636"
"15","0.29","5","4.064377682403434","1","233","47","9.416309012875537"
"10","0.25","120","3.955719557195572","43","271","647","9.254612546125461"
"13","0.29","10","3.99163179916318","3","239","88","9.548117154811715"
"14","0.29","7","4.1440329218107","1","243","70","9.563786008230453"
"15","0.29","6","4.068669527896995","1","233","47","9.416309012875537"
"12","0.29","108","4.131868131868132","29","273","601","9.238095238095237"
"13","0.29","11","3.991596638655462","3","238","88","9.504201680672269"
"14","0.29","8","4.1440329218107","1","243","70","9.563786008230453"
"9","0.25","115","4.01010101010101","28","297","676","9.34006734006734"
"13","0.29","12","3.9915254237288136","3","236","88","9.415254237288135"
"14","0.29","9","4.1440329218107","1","243","70","9.563786008230453"
"9","0.25","116","4.013559322033898","30","295","676","9.267796610169492"
"9","0.25","117","4.010204081632653","31","294","676","9.244897959183673"
"15","0.29","7","4.064655172413793","1","232","66","9.53448275862069"
"15","0.29","8","4.068965517241379","1","232","66","9.53448275862069"
"14","0.29","10","4.1440329218107","1","243","76","9.613168724279836"
"15","0.29","9","4.073275862068965","1","232","66","9.53448275862069"
"14","0.29","11","4.1440329218107","1","243","76","9.613168724279836"
"16","0.29","0","4.205533596837944","0","253","0","9.233201581027668"
"12","0.29","109","3.778523489932886","29","298","620","9.060402684563758"
"14","0.29","12","4.144628099173554","1","242","76","9.586776859504132"
"13","0.29","13","3.6653696498054473","3","257","111","9.315175097276265"
"12","0.29","110","4.128378378378378","30","296","620","9.013513513513514"
"13","0.29","14","3.9883268482490273","3","257","111","9.315175097276265"
"12","0.29","111","4.118243243243243","30","296","620","9.013513513513514"
"15","0.29","10","4.073593073593074","1","231","78","9.593073593073592"
