"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"CVD_Risk_Behaviour_1.nlogox"
"wh_sweep"
"07/24/2026 01:58:07:708 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","influence_weight_household","[step]","report-mean-risk","death-count","count people","rewiring-events","report-mean-friends"
"8","0","66","4","15","259","368","9.274131274131275"
"7","0","77","4","13","268","390","9.388059701492537"
"7","0","78","4","13","268","390","9.388059701492537"
"12","0.25","37","3.8479087452471483","6","263","165","9.399239543726235"
"10","0","37","3.774436090225564","8","266","240","9.323308270676693"
"11","0.25","34","4","3","295","227","9.294915254237289"
"11","0.25","35","4","3","295","227","9.294915254237289"
"12","0.25","38","3.992337164750958","7","261","165","9.31800766283525"
"10","0","38","4.003773584905661","9","265","240","9.283018867924529"
"8","0","67","4","15","258","387","9.37984496124031"
"9","0","49","3.8968253968253967","8","252","251","9.5"
"7","0","79","4","13","266","405","9.451127819548873"
"12","0.25","39","4.007692307692308","7","260","165","9.276923076923078"
"11","0.25","36","4","3","294","227","9.258503401360544"
"10","0","39","4","9","264","240","9.242424242424242"
"8","0","68","4","15","258","387","9.37984496124031"
"9","0","50","4","8","251","251","9.458167330677291"
"7","0","80","4","13","264","405","9.371212121212121"
"8","0","69","4","15","258","387","9.37984496124031"
"7","0","81","4","13","263","405","9.361216730038024"
"9","0","51","4","8","250","251","9.416"
"12","0.25","40","4.007722007722008","8","259","179","9.343629343629344"
"12","0.25","41","4.011627906976744","9","258","179","9.30232558139535"
"8","0","70","4","15","258","403","9.503875968992247"
"10","0","40","4","9","264","256","9.363636363636363"
"12","0.25","42","4.003875968992248","9","258","179","9.30232558139535"
"8","0","71","4","15","256","403","9.421875"
"9","0","52","4","8","247","271","9.45748987854251"
"7","0","82","4","13","262","427","9.488549618320612"
"10","0","41","4","9","264","256","9.363636363636363"
"8","0","72","4","15","256","403","9.421875"
"11","0.25","37","3.769230769230769","3","312","242","9.307692307692308"
"7","0","83","4","14","261","427","9.448275862068966"
"9","0","53","4","8","247","271","9.45748987854251"
"10","0","42","4","9","264","256","9.363636363636363"
"11","0.25","38","4.016181229773463","3","309","242","9.236245954692556"
"7","0","84","4","15","259","427","9.366795366795367"
"9","0","54","4","8","247","271","9.45748987854251"
"12","0.25","43","4","10","257","195","9.385214007782102"
"11","0.25","39","4","3","309","242","9.236245954692556"
"12","0.25","44","4","11","256","195","9.34375"
"12","0.25","45","4","11","256","195","9.34375"
"8","0","73","3.7362637362637363","15","273","416","9.304029304029305"
"9","0","55","4","8","245","288","9.526530612244898"
"10","0","43","4","10","262","269","9.389312977099237"
"8","0","74","4.007326007326007","15","273","416","9.304029304029305"
"9","0","56","4","10","243","288","9.448559670781894"
"10","0","44","4","11","261","269","9.35632183908046"
"9","0","57","4","12","240","288","9.333333333333334"
"8","0","75","4","15","273","416","9.304029304029305"
"10","0","45","4","11","260","269","9.323076923076924"
"11","0.25","40","4","3","307","255","9.250814332247558"
"12","0.25","46","4","12","255","209","9.411764705882353"
"7","0","85","3.849056603773585","15","265","451","9.464150943396227"
"11","0.25","41","4","4","302","255","9.092715231788079"
"12","0.25","47","4","12","255","209","9.411764705882353"
"7","0","86","4","15","264","451","9.424242424242424"
"11","0.25","42","4","4","301","255","9.056478405315614"
"12","0.25","48","4","12","253","209","9.328063241106719"
"8","0","76","4","16","272","423","9.316176470588236"
"7","0","87","4","15","263","451","9.384030418250951"
"8","0","77","4","17","271","423","9.276752767527675"
"9","0","58","4","12","239","315","9.514644351464435"
"10","0","46","4","12","258","290","9.4031007751938"
"9","0","59","4","12","238","315","9.470588235294118"
"8","0","78","4","17","270","423","9.237037037037037"
"9","0","60","4","13","236","315","9.389830508474576"
"10","0","47","4","12","258","290","9.4031007751938"
"10","0","48","4","13","257","290","9.361867704280156"
"7","0","88","4","15","263","467","9.505703422053232"
"7","0","89","4","16","262","467","9.465648854961833"
"7","0","90","4","16","262","467","9.465648854961833"
"12","0.25","49","3.7752808988764044","12","267","226","9.310861423220974"
"8","0","79","4","17","270","440","9.362962962962962"
"12","0.25","50","3.992481203007519","12","266","226","9.270676691729323"
"11","0.25","43","4","4","301","294","9.315614617940199"
"8","0","80","4","17","270","440","9.362962962962962"
"12","0.25","51","4.007518796992481","12","266","226","9.270676691729323"
"8","0","81","4","18","269","440","9.323420074349443"
"11","0.25","44","4","4","301","294","9.315614617940199"
"9","0","61","3.671875","14","256","346","9.3203125"
"7","0","91","4","16","262","478","9.549618320610687"
"11","0.25","45","4","5","299","294","9.244147157190636"
"9","0","62","4.015748031496063","16","254","346","9.236220472440944"
"10","0","49","3.750915750915751","13","273","307","9.36996336996337"
"7","0","92","4","16","260","478","9.484615384615385"
"9","0","63","4.003937007874016","16","254","346","9.236220472440944"
"12","0.25","52","4","12","266","234","9.330827067669173"
"7","0","93","4","18","258","478","9.410852713178295"
"10","0","50","4.007326007326007","13","273","307","9.36996336996337"
"12","0.25","53","4","13","265","234","9.290566037735848"
"8","0","82","4","18","269","450","9.397769516728625"
"10","0","51","4.003690036900369","14","271","307","9.291512915129152"
"12","0.25","54","4","13","265","234","9.290566037735848"
"8","0","83","4","18","268","450","9.365671641791044"
"8","0","84","4","18","268","450","9.365671641791044"
"9","0","64","4.003952569169961","17","253","358","9.304347826086957"
"7","0","94","4","18","257","491","9.470817120622568"
"11","0.25","46","4","5","299","322","9.431438127090301"
"9","0","65","4.003968253968254","17","252","358","9.261904761904763"
"7","0","95","4","18","257","491","9.470817120622568"
"9","0","66","4.004","19","250","358","9.176"
"11","0.25","47","4","6","297","322","9.36026936026936"
"12","0.25","55","4","14","264","244","9.325757575757576"
"7","0","96","4","18","253","491","9.312252964426877"
"10","0","52","4","16","269","320","9.308550185873607"
"11","0.25","48","4","6","295","322","9.301694915254238"
"12","0.25","56","4","14","264","244","9.325757575757576"
"12","0.25","57","4","17","261","244","9.203065134099617"
"10","0","53","4","16","267","320","9.228464419475655"
"8","0","85","3.8836363636363638","18","275","459","9.403636363636364"
"10","0","54","4","17","266","320","9.18796992481203"
"9","0","67","4.004016064257028","20","249","373","9.25301204819277"
"8","0","86","4.007299270072993","18","274","459","9.364963503649635"
"9","0","68","4.004016064257028","20","249","373","9.25301204819277"
"8","0","87","4.007352941176471","19","272","459","9.286764705882353"
"9","0","69","4.004016064257028","20","249","373","9.25301204819277"
"7","0","97","3.6142857142857143","18","280","516","9.121428571428572"
"12","0.25","58","4","17","260","268","9.346153846153847"
"7","0","98","4.017921146953405","18","279","516","9.082437275985663"
"12","0.25","59","4","17","260","268","9.346153846153847"
"7","0","99","4.0108303249097474","18","277","516","9.126353790613718"
"12","0.25","60","4","17","260","268","9.346153846153847"
"10","0","55","4","17","266","343","9.360902255639099"
"8","0","88","4.007352941176471","19","272","472","9.382352941176471"
"9","0","70","4.004032258064516","20","248","386","9.314516129032258"
"10","0","56","4","18","265","343","9.320754716981131"
"11","0.25","49","3.7813504823151125","7","311","347","9.337620578778136"
"8","0","89","4.007407407407407","19","270","472","9.311111111111112"
"9","0","71","4.004032258064516","20","248","386","9.314516129032258"
"10","0","57","4","20","263","343","9.239543726235741"
"11","0.25","50","4.003236245954692","7","309","347","9.268608414239482"
"8","0","90","4.007407407407407","19","270","472","9.311111111111112"
"9","0","72","4.004032258064516","20","248","386","9.314516129032258"
"7","0","100","4.010869565217392","18","276","525","9.210144927536232"
"11","0.25","51","4.003257328990228","7","307","347","9.205211726384364"
"7","0","101","4.007299270072993","18","274","525","9.13138686131387"
"7","0","102","4.007299270072993","18","274","525","9.13138686131387"
"12","0.25","61","3.8095238095238093","17","273","283","9.31868131868132"
"8","0","91","4.007434944237918","20","269","487","9.390334572490707"
"12","0.25","62","4.014705882352941","18","272","283","9.279411764705882"
"10","0","58","4","21","261","366","9.363984674329503"
"8","0","92","4.007462686567164","20","268","487","9.350746268656716"
"12","0.25","63","4","18","272","283","9.279411764705882"
"9","0","73","3.7007575757575757","22","264","397","9.265151515151516"
"10","0","59","4","21","259","366","9.328185328185327"
"8","0","93","4.007490636704119","20","267","487","9.318352059925093"
"11","0.25","52","4","8","306","360","9.261437908496733"
"7","0","103","4.007326007326007","18","273","540","9.2014652014652"
"9","0","74","4.0038167938931295","22","262","397","9.183206106870228"
"10","0","60","4","21","259","366","9.328185328185327"
"11","0.25","53","4","8","306","360","9.261437908496733"
"7","0","104","4.007326007326007","18","273","540","9.2014652014652"
"9","0","75","4","22","262","397","9.183206106870228"
"7","0","105","4.007380073800738","18","271","540","9.121771217712178"
"11","0.25","54","4","8","305","360","9.226229508196722"
"12","0.25","64","4","18","272","293","9.352941176470589"
"8","0","94","4.007518796992481","20","266","503","9.398496240601503"
"12","0.25","65","4","18","271","293","9.313653136531366"
"8","0","95","4.007547169811321","20","265","503","9.358490566037736"
"12","0.25","66","4","19","269","293","9.234200743494425"
"9","0","76","4","22","261","409","9.233716475095786"
"8","0","96","4.007575757575758","20","264","503","9.340909090909092"
"7","0","106","4.007380073800738","18","271","561","9.276752767527675"
"9","0","77","4","22","259","409","9.150579150579151"
"7","0","107","4.007407407407407","18","270","561","9.237037037037037"
"9","0","78","4","24","257","409","9.066147859922179"
"11","0.25","55","4","8","302","378","9.245033112582782"
"7","0","108","4.007462686567164","18","268","561","9.156716417910447"
"10","0","61","3.740072202166065","21","277","390","9.31407942238267"
"11","0.25","56","4","8","299","378","9.143812709030101"
"10","0","62","4.014598540145985","23","274","390","9.204379562043796"
"12","0.25","67","4","19","268","305","9.283582089552239"
"11","0.25","57","4","8","298","378","9.10738255033557"
"12","0.25","68","4","19","267","305","9.243445692883896"
"10","0","63","4","23","274","390","9.204379562043796"
"12","0.25","69","4","20","264","305","9.128787878787879"
"9","0","79","4","24","257","439","9.299610894941635"
"8","0","97","3.686411149825784","20","287","520","9.226480836236934"
"9","0","80","4","24","257","439","9.299610894941635"
"8","0","98","4.003496503496503","21","286","520","9.188811188811188"
"9","0","81","4","25","255","439","9.215686274509803"
"8","0","99","3.9965034965034967","21","286","520","9.188811188811188"
"7","0","109","3.7809187279151946","18","283","580","9.257950530035336"
"10","0","64","4","23","271","407","9.217712177121772"
"12","0.25","70","4","20","263","331","9.285171102661597"
"7","0","110","4.00355871886121","18","281","580","9.238434163701067"
"10","0","65","4","24","269","407","9.159851301115241"
"12","0.25","71","4","20","263","331","9.285171102661597"
"11","0.25","58","4","8","298","414","9.348993288590604"
"7","0","111","4","18","281","580","9.238434163701067"
"11","0.25","59","4","8","298","414","9.348993288590604"
"12","0.25","72","4","20","259","331","9.11969111969112"
"10","0","66","4","24","269","407","9.159851301115241"
"9","0","82","4","25","254","460","9.338582677165354"
"8","0","100","3.9964912280701754","21","285","531","9.228070175438596"
"11","0.25","60","4","8","297","414","9.313131313131313"
"9","0","83","4","25","253","460","9.296442687747035"
"8","0","101","3.99644128113879","22","281","531","9.08185053380783"
"9","0","84","4","25","252","460","9.253968253968255"
"8","0","102","3.9964285714285714","22","280","531","9.042857142857143"
"7","0","112","4","18","281","591","9.316725978647687"
"7","0","113","4","18","281","591","9.316725978647687"
"7","0","114","4","18","280","591","9.278571428571428"
"10","0","67","4","24","269","433","9.353159851301115"
"10","0","68","4","24","269","433","9.353159851301115"
"12","0.25","73","3.7941176470588234","20","272","358","9.308823529411764"
"8","0","103","3.996415770609319","23","279","560","9.21146953405018"
"10","0","69","4","24","268","433","9.328358208955224"
"12","0.25","74","3.9963235294117645","20","272","358","9.308823529411764"
"8","0","104","3.9964028776978417","24","278","560","9.172661870503598"
"9","0","85","3.7333333333333334","25","270","483","9.333333333333334"
"11","0.25","61","3.688473520249221","8","321","431","9.171339563862928"
"7","0","115","4","19","279","601","9.311827956989248"
"12","0.25","75","4","20","272","358","9.308823529411764"
"8","0","105","3.9963636363636366","26","275","560","9.054545454545455"
"9","0","86","4","25","270","483","9.333333333333334"
"7","0","116","4","19","279","601","9.311827956989248"
"11","0.25","62","3.996875","9","320","431","9.1375"
"9","0","87","4","25","269","483","9.301115241635689"
"7","0","117","4","19","278","601","9.273381294964029"
"11","0.25","63","4","9","319","431","9.16614420062696"
"10","0","70","4","25","266","446","9.345864661654135"
"12","0.25","76","4","20","271","364","9.313653136531366"
"10","0","71","4","25","264","446","9.265151515151516"
"12","0.25","77","4","20","270","364","9.274074074074074"
"10","0","72","4","25","263","446","9.224334600760455"
"9","0","88","4","25","269","490","9.353159851301115"
"12","0.25","78","4","21","268","364","9.194029850746269"
"8","0","106","3.9963369963369964","27","273","588","9.186813186813186"
"7","0","118","4","19","277","614","9.335740072202166"
"9","0","89","4","25","268","490","9.313432835820896"
"7","0","119","4","19","276","614","9.297101449275363"
"8","0","107","3.9963235294117645","27","272","588","9.147058823529411"
"11","0.25","64","4","9","318","436","9.163522012578616"
"9","0","90","4","25","268","490","9.313432835820896"
"7","0","120","4","20","273","614","9.186813186813186"
"8","0","108","3.9963235294117645","27","272","588","9.147058823529411"
"11","0.25","65","4","9","318","436","9.163522012578616"
"11","0.25","66","4","9","316","436","9.094936708860759"
"12","0.25","79","4","21","267","384","9.303370786516854"
"12","0.25","80","4","21","267","384","9.303370786516854"
"12","0.25","81","4","21","267","384","9.303370786516854"
"9","0","91","4","25","268","501","9.395522388059701"
"10","0","73","3.7163120567375887","26","282","475","9.290780141843971"
"9","0","92","4","26","266","501","9.31578947368421"
"10","0","74","3.99288256227758","27","281","475","9.252669039145907"
"9","0","93","4","26","266","501","9.31578947368421"
"13","0.25","0","4.181069958847736","0","243","0","9.11111111111111"
"11","0.25","67","4.003174603174603","9","315","457","9.193650793650793"
"10","0","75","4","28","279","475","9.175627240143369"
"8","0","109","3.6476510067114094","27","298","613","9.174496644295303"
"12","0.25","82","4","21","266","402","9.428571428571429"
"11","0.25","68","4.006369426751593","9","314","457","9.159235668789808"
"8","0","110","4","27","298","613","9.174496644295303"
"12","0.25","83","4","21","265","402","9.388679245283019"
"11","0.25","69","4","9","313","457","9.124600638977636"
"12","0.25","84","4","21","265","402","9.388679245283019"
"8","0","111","4","27","297","613","9.138047138047138"
"9","0","94","4","26","266","513","9.406015037593985"
"13","0.25","1","4.025","0","240","31","9.233333333333333"
"9","0","95","4","26","266","513","9.406015037593985"
"13","0.25","2","4.00418410041841","0","239","31","9.196652719665272"
"9","0","96","4","26","266","513","9.406015037593985"
"13","0.25","3","3.99581589958159","0","239","31","9.196652719665272"
"10","0","76","4","28","279","500","9.35483870967742"
"10","0","77","4","28","279","500","9.35483870967742"
"8","0","112","4","28","296","625","9.182432432432432"
"10","0","78","4","29","278","500","9.316546762589928"
"11","0.25","70","4","9","311","476","9.17684887459807"
"8","0","113","4","28","294","625","9.170068027210885"
"12","0.25","85","3.4966887417218544","21","302","414","9.019867549668874"
"8","0","114","4","28","294","625","9.170068027210885"
"11","0.25","71","4","9","310","476","9.193548387096774"
"12","0.25","86","3.9834437086092715","21","302","414","9.019867549668874"
"13","0.25","4","4","0","239","68","9.506276150627615"
"9","0","97","3.74468085106383","26","282","527","9.312056737588652"
"11","0.25","72","4","9","310","476","9.193548387096774"
"13","0.25","5","4","1","238","68","9.470588235294118"
"12","0.25","87","4","21","301","414","8.983388704318937"
"9","0","98","4","26","282","527","9.312056737588652"
"13","0.25","6","4","1","238","68","9.470588235294118"
"10","0","79","4","30","277","513","9.371841155234657"
"9","0","99","4","27","281","527","9.274021352313166"
"10","0","80","4","31","276","513","9.340579710144928"
"8","0","115","4","28","294","638","9.258503401360544"
"10","0","81","4","31","274","513","9.27007299270073"
"8","0","116","4","28","294","638","9.258503401360544"
"8","0","117","4","28","293","638","9.22184300341297"
"13","0.25","7","4","1","238","86","9.621848739495798"
"12","0.25","88","4","21","301","432","9.102990033222591"
"9","0","100","4","27","279","534","9.283154121863799"
"13","0.25","8","4","1","238","86","9.621848739495798"
"12","0.25","89","4","21","300","432","9.066666666666666"
"13","0.25","9","4","1","238","86","9.621848739495798"
"9","0","101","4","27","279","534","9.283154121863799"
"12","0.25","90","4","21","299","432","9.03010033444816"
"9","0","102","4","27","278","534","9.266187050359711"
"11","0.25","73","3.8990536277602525","9","317","502","9.406940063091483"
"10","0","82","4","31","274","531","9.401459854014599"
"11","0.25","74","4","9","317","502","9.406940063091483"
"13","0.25","10","4","1","238","95","9.697478991596638"
"8","0","118","4","29","291","653","9.25085910652921"
"10","0","83","4","31","274","531","9.401459854014599"
"13","0.25","11","4","1","238","95","9.697478991596638"
"11","0.25","75","4","9","317","502","9.406940063091483"
"8","0","119","4","29","290","653","9.213793103448277"
"10","0","84","4","32","272","531","9.323529411764707"
"13","0.25","12","4","1","238","95","9.697478991596638"
"8","0","120","4","30","289","653","9.176470588235293"
"9","0","103","4","27","277","553","9.364620938628159"
"12","0.25","91","4","23","297","446","9.057239057239057"
"9","0","104","4","27","276","553","9.326086956521738"
"12","0.25","92","4","23","297","446","9.057239057239057"
"9","0","105","4","27","275","553","9.294545454545455"
"12","0.25","93","4","23","296","446","9.02027027027027"
"11","0.25","76","4","10","316","512","9.436708860759493"
"13","0.25","13","3.732283464566929","1","254","98","9.433070866141732"
"11","0.25","77","4","10","315","512","9.403174603174604"
"13","0.25","14","4.0078740157480315","1","254","98","9.433070866141732"
"11","0.25","78","4","10","314","512","9.369426751592357"
"13","0.25","15","3.9960629921259843","1","254","98","9.433070866141732"
"14","0.25","0","3.8839285714285716","0","224","0","9.125"
"10","0","85","3.8439716312056738","33","282","552","9.404255319148936"
"9","0","106","4","28","274","574","9.408759124087592"
"10","0","86","4.00354609929078","33","282","552","9.404255319148936"
"9","0","107","4","28","274","574","9.408759124087592"
"13","0.25","16","4","2","253","106","9.454545454545455"
"12","0.25","94","4","23","295","466","9.11864406779661"
"10","0","87","4.00355871886121","33","281","552","9.366548042704625"
"13","0.25","17","4","2","252","106","9.420634920634921"
"9","0","108","4","28","274","574","9.408759124087592"
"12","0.25","95","4","23","294","466","9.081632653061224"
"13","0.25","18","4","2","252","106","9.420634920634921"
"12","0.25","96","4","24","293","466","9.044368600682594"
"14","0.25","1","3.9641255605381165","0","223","32","9.36322869955157"
"11","0.25","79","4","11","312","528","9.403846153846153"
"14","0.25","2","4.004504504504505","0","222","32","9.333333333333334"
"11","0.25","80","4","11","312","528","9.403846153846153"
"14","0.25","3","4","1","221","32","9.285067873303168"
"10","0","88","4.003584229390681","34","279","559","9.340501792114695"
"13","0.25","19","4","2","251","108","9.394422310756973"
"11","0.25","81","4","11","310","528","9.35483870967742"
"10","0","89","4.007246376811594","34","276","559","9.282608695652174"
"13","0.25","20","4","3","249","108","9.373493975903614"
"13","0.25","21","4","3","247","108","9.287449392712551"
"10","0","90","4.007299270072993","36","274","559","9.204379562043796"
"9","0","109","3.752577319587629","28","291","592","9.278350515463918"
"14","0.25","4","4","1","220","60","9.49090909090909"
"14","0.25","5","4","1","219","60","9.442922374429223"
"9","0","110","4","28","291","592","9.278350515463918"
"14","0.25","6","4","1","216","60","9.314814814814815"
"9","0","111","4.006920415224913","28","289","592","9.259515570934257"
"13","0.25","22","4","3","246","127","9.439024390243903"
"11","0.25","82","4","12","306","544","9.320261437908497"
"12","0.25","97","3.803921568627451","25","306","502","9.27450980392157"
"13","0.25","23","4","3","246","127","9.439024390243903"
"12","0.25","98","4","26","304","502","9.217105263157896"
"11","0.25","83","4","12","306","544","9.320261437908497"
"13","0.25","24","4","3","246","127","9.439024390243903"
"10","0","91","4.007299270072993","36","274","584","9.386861313868613"
"12","0.25","99","4.003289473684211","26","304","502","9.217105263157896"
"14","0.25","7","4","1","216","84","9.537037037037036"
"11","0.25","84","4","12","306","544","9.320261437908497"
"9","0","112","4.006920415224913","28","289","605","9.349480968858131"
"14","0.25","8","4","1","215","84","9.497674418604651"
"10","0","92","4.007299270072993","36","274","584","9.386861313868613"
"9","0","113","4.006944444444445","28","288","605","9.3125"
"10","0","93","4.003663003663004","37","273","584","9.347985347985349"
"14","0.25","9","4","1","214","84","9.457943925233645"
"9","0","114","4.006968641114983","29","287","605","9.282229965156795"
"13","0.25","25","3.7132075471698114","3","265","133","9.169811320754716"
"14","0.25","10","4","1","214","108","9.682242990654206"
"13","0.25","26","4.033962264150944","3","265","133","9.169811320754716"
"12","0.25","100","4.003322259136213","27","301","521","9.255813953488373"
"14","0.25","11","4","1","213","108","9.633802816901408"
"13","0.25","27","4.018939393939394","3","264","133","9.181818181818182"
"14","0.25","12","4","2","211","108","9.535545023696683"
"12","0.25","101","4.003355704697986","28","298","521","9.14765100671141"
"10","0","94","4","37","272","604","9.455882352941176"
"9","0","115","4.006968641114983","29","287","611","9.32404181184669"
"10","0","95","4","37","272","604","9.455882352941176"
"12","0.25","102","4","29","297","521","9.11111111111111"
"9","0","116","4.007017543859649","29","285","611","9.256140350877192"
"10","0","96","4","37","272","604","9.455882352941176"
"11","0.25","85","3.8125","13","320","572","9.36875"
"9","0","117","4.007017543859649","29","285","611","9.256140350877192"
"13","0.25","28","4.015209125475285","3","263","144","9.224334600760455"
"11","0.25","86","4.009375","13","320","572","9.36875"
"13","0.25","29","4.015209125475285","3","263","144","9.224334600760455"
"14","0.25","13","3.6363636363636362","2","231","123","9.2987012987013"
"11","0.25","87","4.012578616352202","14","318","572","9.30188679245283"
"13","0.25","30","4.015267175572519","3","262","144","9.251908396946565"
"14","0.25","14","3.9956709956709955","2","231","123","9.2987012987013"
"14","0.25","15","4.004329004329004","2","231","123","9.2987012987013"
"9","0","118","3.9964664310954063","29","283","625","9.349823321554771"
"12","0.25","103","4","30","294","551","9.204081632653061"
"9","0","119","3.99645390070922","29","282","625","9.319148936170214"
"13","0.25","31","4.015267175572519","3","262","152","9.312977099236642"
"12","0.25","104","4","31","293","551","9.167235494880545"
"10","0","97","3.7006802721088436","37","294","615","9.19047619047619"
"14","0.25","16","3.9956709956709955","2","231","132","9.376623376623376"
"9","0","120","3.99645390070922","29","282","625","9.319148936170214"
"13","0.25","32","4.015325670498084","4","261","152","9.272030651340996"
"12","0.25","105","4","31","293","551","9.167235494880545"
"10","0","98","4.0034364261168385","37","291","615","9.079037800687285"
"14","0.25","17","3.995633187772926","3","229","132","9.283842794759826"
"11","0.25","88","4.006329113924051","15","316","588","9.335443037974683"
"13","0.25","33","4.015444015444015","4","259","152","9.227799227799228"
"14","0.25","18","4","4","227","132","9.251101321585903"
"10","0","99","4.006920415224913","37","289","615","9.003460207612457"
"11","0.25","89","4.006389776357827","16","313","588","9.297124600638977"
"11","0.25","90","4.006472491909385","19","309","588","9.177993527508091"
"14","0.25","19","4","4","227","143","9.348017621145374"
"13","0.25","34","4.015503875968992","4","258","167","9.30232558139535"
"14","0.25","20","4","4","227","143","9.348017621145374"
"13","0.25","35","4.015503875968992","4","258","167","9.30232558139535"
"14","0.25","21","4","4","226","143","9.300884955752212"
"12","0.25","106","4","32","291","584","9.326460481099657"
"13","0.25","36","4.01556420233463","5","257","167","9.26070038910506"
"15","0.25","0","3.8884297520661155","0","242","0","9.214876033057852"
"10","0","100","4.006968641114983","37","287","635","9.066202090592334"
"12","0.25","107","4","32","291","584","9.326460481099657"
"10","0","101","4.014035087719298","37","285","635","8.989473684210527"
"12","0.25","108","4","32","289","584","9.273356401384083"
"14","0.25","22","4","5","225","152","9.333333333333334"
"10","0","102","4.01418439716312","39","282","635","8.879432624113475"
"14","0.25","23","4","5","225","152","9.333333333333334"
"11","0.25","91","4.0064935064935066","19","308","617","9.331168831168831"
"14","0.25","24","4","5","224","152","9.348214285714286"
"15","0.25","1","3.9834710743801653","0","242","18","9.363636363636363"
"11","0.25","92","4.003246753246753","19","308","617","9.331168831168831"
"15","0.25","2","4","0","242","18","9.363636363636363"
"11","0.25","93","4","19","307","617","9.296416938110749"
"13","0.25","37","3.836431226765799","5","269","181","9.278810408921933"
"15","0.25","3","4.004166666666666","2","240","18","9.283333333333333"
"13","0.25","38","4.022388059701493","6","268","181","9.238805970149254"
"13","0.25","39","4.018656716417911","6","268","181","9.238805970149254"
"14","0.25","25","3.6408163265306124","5","245","163","9.077551020408164"
"14","0.25","26","4","5","243","163","8.987654320987655"
"10","0","103","4.01418439716312","39","282","668","9.113475177304965"
"15","0.25","4","3.9916666666666667","2","240","41","9.475"
"14","0.25","27","3.995850622406639","5","241","163","8.896265560165975"
"12","0.25","109","3.6687898089171975","33","314","617","9.242038216560509"
"10","0","104","3.992857142857143","40","280","668","9.035714285714286"
"15","0.25","5","3.995833333333333","2","240","41","9.475"
"13","0.25","40","4.014925373134329","6","268","188","9.291044776119403"
"11","0.25","94","4","19","305","644","9.40983606557377"
"12","0.25","110","4.006369426751593","33","314","617","9.242038216560509"
"10","0","105","3.992857142857143","40","280","668","9.035714285714286"
"15","0.25","6","4","2","240","41","9.475"
"13","0.25","41","4.01498127340824","6","267","188","9.250936329588015"
"11","0.25","95","4","19","303","644","9.33993399339934"
"12","0.25","111","4","34","312","617","9.173076923076923"
"13","0.25","42","4.015037593984962","6","266","188","9.210526315789474"
"11","0.25","96","4","19","303","644","9.33993399339934"
"14","0.25","28","3.995833333333333","5","240","180","8.991666666666667"
"14","0.25","29","4","5","240","180","8.991666666666667"
"15","0.25","7","4","3","238","54","9.495798319327731"
"14","0.25","30","4","5","240","180","8.991666666666667"
"15","0.25","8","4","3","238","54","9.495798319327731"
"15","0.25","9","4","5","235","54","9.37872340425532"
"13","0.25","43","4.015037593984962","6","266","197","9.278195488721805"
"10","0","106","3.9927797833935017","40","277","697","9.133574007220217"
"13","0.25","44","4.015151515151516","6","264","197","9.219696969696969"
"12","0.25","112","4","35","311","627","9.202572347266882"
"10","0","107","3.9927536231884058","40","276","697","9.094202898550725"
"13","0.25","45","4.015209125475285","6","263","197","9.1787072243346"
"12","0.25","113","4","35","311","627","9.202572347266882"
"10","0","108","3.9927536231884058","40","276","697","9.094202898550725"
"14","0.25","31","4","5","236","199","8.966101694915254"
"12","0.25","114","4","36","310","627","9.167741935483871"
"14","0.25","32","4","5","236","199","8.966101694915254"
"15","0.25","10","4","5","235","80","9.6"
"14","0.25","33","4","5","234","199","8.871794871794872"
"11","0.25","97","3.810725552050473","19","317","669","9.419558359621451"
"15","0.25","11","4","5","235","80","9.6"
"13","0.25","46","4.015325670498084","6","261","216","9.241379310344827"
"15","0.25","12","4","5","235","80","9.6"
"11","0.25","98","4.003164556962025","19","316","669","9.386075949367088"
"13","0.25","47","4.015325670498084","6","261","216","9.241379310344827"
"11","0.25","99","4.003174603174603","19","315","669","9.352380952380953"
"13","0.25","48","4.015325670498084","6","261","216","9.241379310344827"
"12","0.25","115","4","36","309","650","9.281553398058252"
"14","0.25","34","4","6","233","230","9.090128755364807"
"12","0.25","116","4","36","306","650","9.176470588235293"
"14","0.25","35","4","6","233","230","9.090128755364807"
"15","0.25","13","3.900414937759336","5","241","94","9.634854771784232"
"14","0.25","36","4","6","233","230","9.090128755364807"
"10","0","109","3.7474402730375425","40","293","721","9.255972696245733"
"12","0.25","117","4","36","306","650","9.176470588235293"
"15","0.25","14","3.99163179916318","5","239","94","9.548117154811715"
"11","0.25","100","4","19","313","679","9.39297124600639"
"10","0","110","3.9965870307167237","40","293","721","9.255972696245733"
"15","0.25","15","3.99163179916318","5","239","94","9.548117154811715"
"10","0","111","4","40","292","721","9.219178082191782"
"11","0.25","101","4","19","313","679","9.39297124600639"
"11","0.25","102","4","19","313","679","9.39297124600639"
"13","0.25","49","3.8095238095238093","8","273","229","9.296703296703297"
"13","0.25","50","3.996309963099631","9","271","229","9.217712177121772"
"15","0.25","16","3.9915611814345993","5","237","104","9.544303797468354"
"13","0.25","51","3.9925925925925925","9","270","229","9.177777777777777"
"15","0.25","17","3.9914529914529915","6","234","104","9.418803418803419"
"14","0.25","37","3.7429718875502007","6","249","253","9.261044176706827"
"12","0.25","118","4","36","305","674","9.318032786885245"
