"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"CVD_Risk_Behaviour_1.nlogox"
"gamma_sweep"
"07/24/2026 01:56:28:138 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","gamma_behavior","[step]","report-mean-risk","death-count","count people","rewiring-events","report-mean-friends"
"23","2","22","3.909448818897638","2","254","131","9.440944881889763"
"21","0.5","52","4.02787456445993","15","287","382","9.226480836236934"
"19","2","73","3.6348684210526314","16","304","433","9.171052631578947"
"23","2","23","3.909448818897638","2","254","131","9.440944881889763"
"23","2","24","3.909448818897638","2","254","131","9.440944881889763"
"19","2","74","3.9967105263157894","16","304","433","9.171052631578947"
"21","0.5","53","4.024647887323944","15","284","382","9.112676056338028"
"19","2","75","4.013201320132013","16","303","433","9.135313531353136"
"20","4","70","4.003610108303249","18","277","495","9.342960288808664"
"21","0.5","54","4.028169014084507","15","284","382","9.112676056338028"
"20","4","71","4.007299270072993","20","274","495","9.277372262773723"
"20","4","72","4.007299270072993","20","274","495","9.277372262773723"
"18","1","85","3.8464285714285715","14","280","454","9.32857142857143"
"18","1","86","4.0321428571428575","14","280","454","9.32857142857143"
"22","1","37","3.7472527472527473","3","273","233","9.28937728937729"
"23","2","25","3.817829457364341","2","258","137","9.426356589147288"
"19","2","76","4.013201320132013","16","303","441","9.188118811881187"
"18","1","87","4.028673835125448","15","279","454","9.290322580645162"
"22","1","38","4.018382352941177","3","272","233","9.25"
"23","2","26","3.9031007751937983","2","258","137","9.426356589147288"
"19","2","77","4.006622516556291","17","302","441","9.152317880794701"
"22","1","39","4.022140221402214","4","271","233","9.210332103321033"
"21","0.5","55","4.024647887323944","15","284","404","9.267605633802816"
"23","2","27","3.922178988326848","2","257","137","9.385214007782102"
"19","2","78","3.9966555183946486","18","299","441","9.090301003344482"
"21","0.5","56","4.028268551236749","15","283","404","9.236749116607774"
"21","0.5","57","4.024822695035461","15","282","404","9.205673758865249"
"23","2","28","3.92578125","3","256","148","9.4296875"
"20","4","73","3.6151315789473686","20","304","513","9.092105263157896"
"18","1","88","4.043010752688172","15","279","462","9.347670250896057"
"20","4","74","4.043046357615894","20","302","513","9.019867549668874"
"22","1","40","4.022140221402214","4","271","247","9.313653136531366"
"23","2","29","3.92578125","3","256","148","9.4296875"
"18","1","89","4.043010752688172","15","279","462","9.347670250896057"
"20","4","75","4.043046357615894","20","302","513","9.019867549668874"
"23","2","30","3.92578125","3","256","148","9.4296875"
"22","1","41","4.022388059701493","5","268","247","9.194029850746269"
"18","1","90","4.043010752688172","15","279","462","9.347670250896057"
"19","2","79","3.9865771812080535","18","298","462","9.194630872483222"
"22","1","42","4.022388059701493","5","268","247","9.194029850746269"
"19","2","80","3.9865771812080535","18","298","462","9.194630872483222"
"21","0.5","58","4.028368794326241","15","282","417","9.297872340425531"
"19","2","81","3.9932432432432434","19","296","462","9.128378378378379"
"23","2","31","3.9215686274509802","3","255","152","9.419607843137255"
"21","0.5","59","4.024822695035461","15","282","417","9.297872340425531"
"23","2","32","3.9209486166007905","3","253","152","9.33596837944664"
"21","0.5","60","4.02846975088968","15","281","417","9.259786476868328"
"23","2","33","3.9243027888446216","4","251","152","9.250996015936256"
"18","1","91","4.043010752688172","15","279","475","9.440860215053764"
"20","4","76","4.04983388704319","20","301","538","9.17607973421927"
"22","1","43","4.022471910112359","5","267","261","9.258426966292134"
"18","1","92","4.043010752688172","15","279","475","9.440860215053764"
"20","4","77","4.076411960132891","20","301","538","9.17607973421927"
"22","1","44","4.022471910112359","5","267","261","9.258426966292134"
"20","4","78","4.076923076923077","20","299","538","9.103678929765886"
"18","1","93","4.043165467625899","16","278","475","9.402877697841726"
"22","1","45","4.022556390977444","5","266","261","9.218045112781954"
"19","2","82","3.993220338983051","19","295","488","9.267796610169492"
"23","2","34","3.923694779116466","4","249","170","9.309236947791165"
"23","2","35","3.9196787148594376","4","249","170","9.309236947791165"
"19","2","83","3.9897610921501707","20","293","488","9.194539249146757"
"23","2","36","3.9196787148594376","4","249","170","9.309236947791165"
"19","2","84","3.98972602739726","21","292","488","9.157534246575343"
"21","0.5","61","3.856164383561644","15","292","433","9.32876712328767"
"18","1","94","4.03971119133574","16","277","483","9.422382671480145"
"21","0.5","62","4.024054982817869","15","291","433","9.292096219931272"
"22","1","46","4.022556390977444","5","266","280","9.360902255639099"
"20","4","79","4.077702702702703","22","296","568","9.202702702702704"
"18","1","95","4.03971119133574","16","277","483","9.422382671480145"
"20","4","80","4.077702702702703","22","296","568","9.202702702702704"
"21","0.5","63","4.027491408934708","15","291","433","9.292096219931272"
"22","1","47","4.022641509433963","6","265","280","9.320754716981131"
"20","4","81","4.058219178082192","25","292","568","9.068493150684931"
"18","1","96","4.050724637681159","16","276","483","9.384057971014492"
"22","1","48","4.022641509433963","6","265","280","9.320754716981131"
"23","2","37","3.640151515151515","5","264","183","9.227272727272727"
"23","2","38","3.912878787878788","5","264","183","9.227272727272727"
"21","0.5","64","4.030927835051546","15","291","440","9.34020618556701"
"23","2","39","3.9053030303030303","5","264","183","9.227272727272727"
"21","0.5","65","4.030927835051546","15","291","440","9.34020618556701"
"19","2","85","3.7908496732026142","21","306","510","9.313725490196079"
"19","2","86","3.9770491803278687","22","305","510","9.278688524590164"
"21","0.5","66","4.030927835051546","15","291","440","9.34020618556701"
"23","2","40","3.9053030303030303","5","264","190","9.280303030303031"
"20","4","82","4.058419243986254","25","291","605","9.285223367697595"
"19","2","87","3.9934426229508198","22","305","510","9.278688524590164"
"20","4","83","4.0588235294117645","26","289","605","9.231833910034602"
"18","1","97","3.86159169550173","17","289","494","9.314878892733564"
"22","1","49","3.7132867132867133","7","286","294","9.272727272727273"
"23","2","41","3.9049429657794676","5","263","190","9.239543726235741"
"20","4","84","4.062717770034843","28","287","605","9.156794425087108"
"23","2","42","3.9049429657794676","5","263","190","9.239543726235741"
"22","1","50","4.049122807017544","7","285","294","9.235087719298246"
"18","1","98","4.083044982698962","17","289","494","9.314878892733564"
"22","1","51","4.042402826855124","8","283","294","9.159010600706713"
"21","0.5","67","4.030927835051546","15","291","447","9.38831615120275"
"18","1","99","4.087108013937282","19","287","494","9.247386759581882"
"21","0.5","68","4.034602076124568","15","289","447","9.321799307958477"
"19","2","88","3.9934426229508198","22","305","526","9.38360655737705"
"23","2","43","3.9083969465648853","5","262","200","9.274809160305344"
"21","0.5","69","4.03125","15","288","447","9.319444444444445"
"23","2","44","3.9069767441860463","7","258","200","9.108527131782946"
"19","2","89","3.9868852459016395","22","305","526","9.38360655737705"
"23","2","45","3.9069767441860463","7","258","200","9.108527131782946"
"19","2","90","3.9868852459016395","22","305","526","9.38360655737705"
"22","1","52","4.0462633451957295","8","281","318","9.252669039145907"
"18","1","100","4.073426573426573","19","286","506","9.293706293706293"
"22","1","53","4.043010752688172","9","279","318","9.175627240143369"
"21","0.5","70","4.028070175438597","15","285","459","9.291228070175439"
"18","1","101","4.073684210526316","19","285","506","9.256140350877192"
"22","1","54","4.053763440860215","9","279","318","9.175627240143369"
"20","4","85","3.87","28","300","636","9.353333333333333"
"23","2","46","3.9069767441860463","7","258","221","9.271317829457365"
"21","0.5","71","4.028268551236749","17","283","459","9.229681978798586"
"20","4","86","4.043478260869565","28","299","636","9.31772575250836"
"19","2","91","3.993377483443709","23","302","535","9.344370860927153"
"18","1","102","4.073684210526316","19","285","506","9.256140350877192"
"23","2","47","3.906614785992218","7","257","221","9.252918287937744"
"20","4","87","4.040404040404041","29","297","636","9.245791245791246"
"21","0.5","72","4.028368794326241","17","282","459","9.205673758865249"
"19","2","92","3.993355481727575","23","301","535","9.308970099667775"
"23","2","48","3.906614785992218","7","257","221","9.252918287937744"
"19","2","93","4","23","300","535","9.273333333333333"
"22","1","55","4.060931899641577","9","279","344","9.362007168458781"
"20","4","88","4.040677966101695","30","295","653","9.288135593220339"
"18","1","103","4.073684210526316","19","285","520","9.35438596491228"
"22","1","56","4.054151624548736","9","277","344","9.292418772563177"
"20","4","89","4.054421768707483","30","294","653","9.251700680272108"
"18","1","104","4.073943661971831","20","284","520","9.316901408450704"
"23","2","49","3.5729537366548043","7","281","232","9.07473309608541"
"20","4","90","4.051369863013699","30","292","653","9.184931506849315"
"23","2","50","3.8754448398576513","7","281","232","9.07473309608541"
"19","2","94","4","23","300","560","9.44"
"18","1","105","4.074204946996466","20","283","520","9.279151943462898"
"22","1","57","4.054151624548736","9","277","344","9.292418772563177"
"23","2","51","3.899641577060932","7","279","232","8.99641577060932"
"19","2","95","3.9966666666666666","23","300","560","9.44"
"21","0.5","73","3.8282828282828283","17","297","488","9.313131313131313"
"19","2","96","3.9966555183946486","23","299","560","9.404682274247492"
"21","0.5","74","4.016891891891892","18","296","488","9.277027027027026"
"21","0.5","75","4.020477815699659","19","293","488","9.167235494880545"
"23","2","52","3.899641577060932","7","279","245","9.089605734767025"
"20","4","91","4.054794520547945","30","292","682","9.383561643835616"
"22","1","58","4.054151624548736","9","277","365","9.444043321299638"
"18","1","106","4.074733096085409","21","281","535","9.309608540925266"
"23","2","53","3.891304347826087","7","276","245","9.03623188405797"
"20","4","92","4.055172413793104","31","290","682","9.324137931034484"
"23","2","54","3.891304347826087","7","276","245","9.03623188405797"
"22","1","59","4.054744525547445","10","274","365","9.343065693430656"
"18","1","107","4.075268817204301","21","279","535","9.232974910394265"
"20","4","93","4.048442906574395","31","289","682","9.28719723183391"
"22","1","60","4.054945054945055","10","273","365","9.304029304029305"
"18","1","108","4.075268817204301","21","279","535","9.232974910394265"
"21","0.5","76","4.027397260273973","19","292","516","9.321917808219178"
"19","2","97","3.7327044025157234","24","318","578","9.264150943396226"
"21","0.5","77","4.027681660899654","20","289","516","9.217993079584774"
"19","2","98","3.9525316455696204","25","316","578","9.208860759493671"
"23","2","55","3.8945454545454545","7","275","267","9.156363636363636"
"21","0.5","78","4.027681660899654","20","289","516","9.217993079584774"
"19","2","99","3.958730158730159","25","315","578","9.174603174603174"
"23","2","56","3.8945454545454545","7","275","267","9.156363636363636"
"20","4","94","4.048442906574395","31","289","702","9.42560553633218"
"23","2","57","3.8945454545454545","7","275","267","9.156363636363636"
"20","4","95","4.052264808362369","31","287","702","9.35191637630662"
"20","4","96","4.052264808362369","31","287","702","9.35191637630662"
"22","1","61","3.817241379310345","10","290","388","9.358620689655172"
"22","1","62","4.0588235294117645","10","289","388","9.321799307958477"
"18","1","109","3.950877192982456","22","285","556","9.368421052631579"
"23","2","58","3.8945454545454545","7","275","280","9.25090909090909"
"22","1","63","4.056140350877193","11","285","388","9.171929824561403"
"19","2","100","3.958730158730159","25","315","597","9.295238095238096"
"21","0.5","79","4.024475524475524","21","286","540","9.314685314685315"
"23","2","59","3.89010989010989","7","273","280","9.172161172161172"
"18","1","110","4.073684210526316","22","285","556","9.368421052631579"
"21","0.5","80","4.024475524475524","21","286","540","9.314685314685315"
"19","2","101","3.961783439490446","25","314","597","9.261146496815286"
"23","2","60","3.8925925925925924","7","270","280","9.051851851851852"
"19","2","102","3.964968152866242","25","314","597","9.261146496815286"
"18","1","111","4.073943661971831","22","284","556","9.330985915492958"
"21","0.5","81","4.028070175438597","21","285","540","9.27719298245614"
"20","4","97","3.862876254180602","31","299","724","9.377926421404682"
"20","4","98","4.05685618729097","31","299","724","9.377926421404682"
"22","1","64","4.056140350877193","11","285","416","9.368421052631579"
"20","4","99","4.057046979865772","32","298","724","9.342281879194632"
"22","1","65","4.056140350877193","11","285","416","9.368421052631579"
"18","1","112","4.074204946996466","22","283","567","9.371024734982333"
"19","2","103","3.9584664536741214","26","313","612","9.322683706070288"
"22","1","66","4.060283687943262","11","282","416","9.26241134751773"
"21","0.5","82","4.031914893617022","22","282","563","9.326241134751774"
"19","2","104","3.9581993569131835","27","311","612","9.260450160771704"
"18","1","113","4.07829181494662","22","281","567","9.295373665480428"
"21","0.5","83","4.0355871886121","23","281","563","9.288256227758007"
"23","2","61","3.6319444444444446","7","288","306","9.29861111111111"
"19","2","105","3.9741935483870967","27","310","612","9.270967741935484"
"20","4","100","4.057046979865772","32","298","740","9.449664429530202"
"23","2","62","3.8854166666666665","7","288","306","9.29861111111111"
"18","1","114","4.082437275985663","23","279","567","9.21863799283154"
"21","0.5","84","4.039285714285715","23","280","563","9.25"
"23","2","63","3.8885017421602788","7","287","306","9.296167247386759"
"20","4","101","4.093959731543624","32","298","740","9.449664429530202"
"20","4","102","4.094594594594595","32","296","740","9.385135135135135"
"22","1","67","4.056737588652482","11","282","441","9.439716312056738"
"22","1","68","4.056939501779359","11","281","441","9.402135231316725"
"22","1","69","4.060714285714286","11","280","441","9.364285714285714"
"23","2","64","3.8869257950530036","7","283","317","9.229681978798586"
"19","2","106","3.9741100323624594","27","309","629","9.346278317152104"
"23","2","65","3.8869257950530036","7","283","317","9.229681978798586"
"19","2","107","3.9675324675324677","27","308","629","9.311688311688311"
"23","2","66","3.8865248226950353","7","282","317","9.191489361702128"
"18","1","115","4.08273381294964","24","278","597","9.39568345323741"
"20","4","103","4.1020408163265305","32","294","753","9.428571428571429"
"19","2","108","3.96742671009772","27","307","629","9.276872964169382"
"20","4","104","4.09556313993174","32","293","753","9.453924914675769"
"18","1","116","4.08273381294964","24","278","597","9.39568345323741"
"21","0.5","85","3.69281045751634","23","306","588","9.248366013071895"
"18","1","117","4.0830324909747295","24","277","597","9.35740072202166"
"20","4","105","4.102739726027397","33","292","753","9.417808219178083"
"22","1","70","4.057142857142857","11","280","459","9.492857142857142"
"21","0.5","86","4.049180327868853","23","305","588","9.232786885245902"
"22","1","71","4.057553956834532","11","278","459","9.417266187050359"
"21","0.5","87","4.072131147540984","23","305","588","9.232786885245902"
"22","1","72","4.061371841155235","11","277","459","9.379061371841155"
"23","2","67","3.8900709219858154","7","282","341","9.361702127659575"
"23","2","68","3.889679715302491","7","281","341","9.323843416370106"
"23","2","69","3.8857142857142857","7","280","341","9.292857142857143"
"20","4","106","4.102739726027397","33","292","770","9.534246575342467"
"20","4","107","4.103092783505154","33","291","770","9.49828178694158"
"18","1","118","4.083333333333333","24","276","610","9.41304347826087"
"20","4","108","4.103448275862069","33","290","770","9.46896551724138"
"19","2","109","3.808176100628931","28","318","644","9.433962264150944"
"18","1","119","4.083636363636364","25","275","610","9.374545454545455"
"19","2","110","3.9873817034700316","29","317","644","9.400630914826499"
"21","0.5","88","4.069078947368421","24","304","601","9.282894736842104"
"18","1","120","4.083636363636364","25","275","610","9.374545454545455"
"19","2","111","3.961783439490446","30","314","644","9.305732484076433"
"21","0.5","89","4.072368421052632","24","304","601","9.282894736842104"
"23","2","70","3.8857142857142857","7","280","363","9.45"
"21","0.5","90","4.069536423841059","24","302","601","9.211920529801324"
"22","1","73","3.875432525951557","11","289","474","9.40484429065744"
"23","2","71","3.888888888888889","8","279","363","9.412186379928315"
"22","1","74","4.069686411149826","12","287","474","9.331010452961673"
"23","2","72","3.888888888888889","8","279","363","9.412186379928315"
"22","1","75","4.07773851590106","14","283","474","9.187279151943462"
"20","4","109","3.7987220447284344","33","313","793","9.29073482428115"
"19","2","112","3.961661341853035","30","313","658","9.361022364217252"
"20","4","110","4.0576923076923075","34","312","793","9.256410256410257"
"21","0.5","91","4.073089700996678","24","301","615","9.269102990033222"
"24","4","0","4.076271186440678","0","236","0","9.177966101694915"
"20","4","111","4.064516129032258","35","310","793","9.187096774193549"
"19","2","113","3.961661341853035","30","313","658","9.361022364217252"
"21","0.5","92","4.073089700996678","24","301","615","9.269102990033222"
"19","2","114","3.970967741935484","30","310","658","9.290322580645162"
"22","1","76","4.0711743772241995","14","281","496","9.281138790035588"
"21","0.5","93","4.07","25","300","615","9.233333333333333"
"23","2","73","3.6498316498316496","8","297","382","9.387205387205388"
"22","1","77","4.07829181494662","14","281","496","9.281138790035588"
"23","2","74","3.9225589225589226","8","297","382","9.387205387205388"
"22","1","78","4.075268817204301","15","279","496","9.204301075268818"
"23","2","75","3.9081632653061225","9","294","382","9.27891156462585"
"24","4","1","4.080508474576271","0","236","24","9.38135593220339"
"20","4","112","4.067961165048544","35","309","812","9.275080906148867"
"24","4","2","4.076595744680851","0","235","24","9.336170212765957"
"24","4","3","4.076923076923077","0","234","24","9.290598290598291"
"20","4","113","4.061488673139158","35","309","812","9.275080906148867"
"19","2","115","3.9837662337662336","31","308","687","9.415584415584416"
"20","4","114","4.061688311688312","35","308","812","9.24025974025974"
"21","0.5","94","4.073578595317726","26","299","631","9.304347826086957"
"19","2","116","3.9836065573770494","32","305","687","9.311475409836065"
"23","2","76","3.907849829351536","9","293","395","9.331058020477816"
"21","0.5","95","4.070469798657718","26","298","631","9.275167785234899"
"19","2","117","3.9770491803278687","32","305","687","9.311475409836065"
"23","2","77","3.913793103448276","9","290","395","9.227586206896552"
"22","1","79","4.075539568345324","15","278","525","9.37410071942446"
"23","2","78","3.9094076655052263","10","287","395","9.149825783972126"
"21","0.5","96","4.073825503355705","26","298","631","9.275167785234899"
"24","4","4","4.07725321888412","0","233","37","9.36480686695279"
"22","1","80","4.075812274368231","15","277","525","9.335740072202166"
"22","1","81","4.076086956521739","15","276","525","9.304347826086957"
"24","4","5","4.07725321888412","0","233","37","9.36480686695279"
"24","4","6","4.077586206896552","1","232","37","9.35344827586207"
"20","4","115","4.061889250814332","35","307","828","9.309446254071661"
"20","4","116","4.062091503267974","35","306","828","9.27450980392157"
"20","4","117","4.065789473684211","35","304","828","9.203947368421053"
"19","2","118","3.9702970297029703","33","303","723","9.478547854785479"
"24","4","7","4.077586206896552","1","232","56","9.517241379310345"
"23","2","79","3.902439024390244","10","287","416","9.296167247386759"
"22","1","82","4.076086956521739","15","276","547","9.46376811594203"
"19","2","119","3.963696369636964","33","303","723","9.478547854785479"
"24","4","8","4.077586206896552","1","232","56","9.517241379310345"
"23","2","80","3.902097902097902","10","286","416","9.258741258741258"
"19","2","120","3.963455149501661","33","301","723","9.415282392026578"
"22","1","83","4.076363636363636","15","275","547","9.425454545454546"
"24","4","9","4.068965517241379","1","232","56","9.517241379310345"
"21","0.5","97","3.8753993610223643","26","313","650","9.303514376996805"
"22","1","84","4.076363636363636","15","275","547","9.425454545454546"
"23","2","81","3.895104895104895","10","286","416","9.258741258741258"
"21","0.5","98","4.080128205128205","26","312","650","9.320512820512821"
"20","4","118","4.066006600660066","35","303","850","9.313531353135314"
"21","0.5","99","4.077170418006431","27","311","650","9.286173633440514"
"20","4","119","4.066225165562914","35","302","850","9.278145695364238"
"24","4","10","4.068965517241379","1","232","67","9.612068965517242"
"20","4","120","4.06312292358804","35","301","850","9.242524916943522"
"24","4","11","4.06926406926407","1","231","67","9.575757575757576"
"24","4","12","4.069565217391304","1","230","67","9.539130434782608"
"23","2","82","3.893992932862191","13","283","443","9.335689045936396"
"25","0.5","0","4.053497942386831","0","243","0","9.176954732510287"
"23","2","83","3.8892857142857142","14","280","443","9.228571428571428"
"22","1","85","3.852233676975945","15","291","558","9.353951890034365"
"23","2","84","3.888888888888889","14","279","443","9.197132616487455"
"21","0.5","100","4.090322580645161","27","310","659","9.30967741935484"
"22","1","86","4.079037800687285","15","291","558","9.353951890034365"
"21","0.5","101","4.090614886731392","27","309","659","9.275080906148867"
"26","1","0","4.101321585903084","0","227","0","9.251101321585903"
"22","1","87","4.0756013745704465","15","291","558","9.353951890034365"
"21","0.5","102","4.090614886731392","27","309","659","9.275080906148867"
"24","4","13","3.7845528455284554","1","246","79","9.373983739837398"
"24","4","14","4","1","245","79","9.33061224489796"
"25","0.5","1","4.028925619834711","0","242","29","9.37190082644628"
"24","4","15","4","1","245","79","9.33061224489796"
"25","0.5","2","4.020746887966805","0","241","29","9.32780082987552"
"26","1","1","4.04424778761062","0","226","26","9.442477876106194"
"25","0.5","3","4.016597510373444","0","241","29","9.32780082987552"
"22","1","88","4.075862068965518","15","290","567","9.379310344827585"
"26","1","2","4.061946902654867","0","226","26","9.442477876106194"
"24","4","16","4","2","244","92","9.39344262295082"
"22","1","89","4.075862068965518","15","290","567","9.379310344827585"
"26","1","3","4.053097345132743","0","226","26","9.442477876106194"
"21","0.5","103","4.094771241830065","27","306","675","9.27450980392157"
"24","4","17","4.020661157024794","3","242","92","9.314049586776859"
"22","1","90","4.076124567474048","15","289","567","9.342560553633218"
"23","2","85","3.568106312292359","14","301","481","9.289036544850498"
"24","4","18","4.020746887966805","3","241","92","9.269709543568466"
"23","2","86","3.903010033444816","14","299","481","9.277591973244148"
"21","0.5","104","4.094771241830065","27","306","675","9.27450980392157"
"25","0.5","4","4.016597510373444","0","241","54","9.535269709543568"
"23","2","87","3.9130434782608696","14","299","481","9.277591973244148"
"21","0.5","105","4.098360655737705","27","305","675","9.245901639344263"
"26","1","4","4.04424778761062","0","226","43","9.5929203539823"
"25","0.5","5","4.016597510373444","0","241","54","9.535269709543568"
"26","1","5","4.057777777777778","0","225","43","9.546666666666667"
"25","0.5","6","4.016597510373444","0","241","54","9.535269709543568"
"22","1","91","4.076124567474048","15","289","577","9.411764705882353"
"26","1","6","4.0625","1","224","43","9.5"
"24","4","19","4.020746887966805","3","241","105","9.377593360995851"
"22","1","92","4.072916666666667","16","288","577","9.375"
"24","4","20","4.020746887966805","3","241","105","9.377593360995851"
"22","1","93","4.072916666666667","16","288","577","9.375"
"24","4","21","4.020746887966805","3","241","105","9.377593360995851"
"23","2","88","3.912751677852349","15","298","494","9.328859060402685"
"25","0.5","7","4.016597510373444","0","241","63","9.609958506224066"
"23","2","89","3.922818791946309","15","298","494","9.328859060402685"
"26","1","7","4.0625","1","224","56","9.616071428571429"
"25","0.5","8","4.016597510373444","0","241","63","9.609958506224066"
"21","0.5","106","4.0950819672131145","27","305","703","9.429508196721311"
"23","2","90","3.9225589225589226","15","297","494","9.292929292929292"
"26","1","8","4.0625","1","224","56","9.616071428571429"
"21","0.5","107","4.095394736842105","27","304","703","9.421052631578947"
"25","0.5","9","4.016597510373444","0","241","63","9.609958506224066"
"26","1","9","4.0625","1","224","56","9.616071428571429"
"24","4","22","4.020746887966805","3","241","116","9.468879668049793"
"21","0.5","108","4.095394736842105","27","304","703","9.421052631578947"
"22","1","94","4.076388888888889","16","288","586","9.4375"
"24","4","23","4.020746887966805","3","241","116","9.468879668049793"
"24","4","24","4.020833333333333","3","240","116","9.425"
"22","1","95","4.076655052264808","17","287","586","9.400696864111499"
"25","0.5","10","4.016666666666667","0","240","74","9.658333333333333"
"26","1","10","4.058295964125561","1","223","65","9.650224215246636"
"22","1","96","4.076655052264808","17","287","586","9.400696864111499"
"25","0.5","11","4.016666666666667","0","240","74","9.658333333333333"
"23","2","91","3.9124579124579126","15","297","515","9.434343434343434"
"26","1","11","4.058295964125561","1","223","65","9.650224215246636"
"23","2","92","3.9121621621621623","16","296","515","9.39864864864865"
"25","0.5","12","4.016666666666667","0","240","74","9.658333333333333"
"26","1","12","4.0590909090909095","1","220","65","9.50909090909091"
"23","2","93","3.902027027027027","16","296","515","9.39864864864865"
"24","4","25","3.8446215139442232","3","251","125","9.410358565737052"
"24","4","26","4.048","4","250","125","9.368"
"24","4","27","4.048192771084337","4","249","125","9.365461847389557"
"21","0.5","109","3.866043613707165","27","321","709","9.320872274143301"
"25","0.5","13","3.5036496350364965","0","274","86","9.043795620437956"
"22","1","97","3.823529411764706","17","306","601","9.254901960784315"
"26","1","13","3.8491379310344827","1","232","81","9.517241379310345"
"23","2","94","3.902027027027027","16","296","534","9.527027027027026"
"21","0.5","110","4.075","27","320","709","9.325"
"25","0.5","14","4.025547445255475","0","274","86","9.043795620437956"
"26","1","14","4.0519480519480515","1","231","81","9.471861471861471"
"22","1","98","4.11437908496732","17","306","601","9.254901960784315"
"23","2","95","3.9047619047619047","17","294","534","9.45578231292517"
"21","0.5","111","4.044025157232705","27","318","709","9.257861635220126"
"26","1","15","4.0476190476190474","1","231","81","9.471861471861471"
"23","2","96","3.9047619047619047","17","294","534","9.45578231292517"
"25","0.5","15","4.029197080291971","0","274","86","9.043795620437956"
"24","4","28","4.048192771084337","4","249","138","9.46987951807229"
"22","1","99","4.118032786885246","18","305","601","9.219672131147542"
"24","4","29","4.032128514056225","4","249","138","9.46987951807229"
"24","4","30","4.032128514056225","4","249","138","9.46987951807229"
"26","1","16","4.0476190476190474","1","231","84","9.497835497835498"
"26","1","17","4.0476190476190474","1","231","84","9.497835497835498"
"25","0.5","16","4.0256410256410255","0","273","95","9.06959706959707"
"26","1","18","4.047826086956522","1","230","84","9.452173913043477"
"25","0.5","17","4.04029304029304","0","273","95","9.06959706959707"
"21","0.5","112","4.034810126582278","27","316","719","9.259493670886076"
"24","4","31","4.032128514056225","4","249","147","9.542168674698795"
"22","1","100","4.121710526315789","18","304","610","9.243421052631579"
"25","0.5","18","4.037174721189591","2","269","95","8.921933085501859"
"24","4","32","4.032258064516129","4","248","147","9.5"
"21","0.5","113","4.031746031746032","27","315","719","9.225396825396825"
"22","1","101","4.115511551155116","18","303","610","9.207920792079207"
"23","2","97","3.773026315789474","17","304","547","9.493421052631579"
"24","4","33","4.028455284552845","5","246","147","9.414634146341463"
"26","1","19","4.048034934497816","1","229","88","9.441048034934498"
"23","2","98","3.888157894736842","17","304","547","9.493421052631579"
"21","0.5","114","4.031746031746032","27","315","719","9.225396825396825"
"22","1","102","4.122112211221122","18","303","610","9.207920792079207"
"26","1","20","4.048034934497816","1","229","88","9.441048034934498"
"23","2","99","3.914473684210526","17","304","547","9.493421052631579"
"26","1","21","4.04424778761062","1","226","88","9.309734513274336"
"25","0.5","19","4.037313432835821","2","268","121","9.104477611940299"
"24","4","34","4.028455284552845","5","246","161","9.528455284552846"
"23","2","100","3.914473684210526","17","304","557","9.55921052631579"
"25","0.5","20","4.037453183520599","2","267","121","9.063670411985019"
"24","4","35","4.028455284552845","5","246","161","9.528455284552846"
"25","0.5","21","4.037735849056604","2","265","121","8.981132075471699"
"24","4","36","4.028455284552845","5","246","161","9.528455284552846"
"23","2","101","3.914473684210526","17","304","557","9.55921052631579"
"26","1","22","4.040358744394619","2","223","101","9.282511210762332"
"21","0.5","115","4.031746031746032","27","315","741","9.365079365079366"
"23","2","102","3.914473684210526","17","304","557","9.55921052631579"
"22","1","103","4.118811881188119","18","303","626","9.313531353135314"
"26","1","23","4.045045045045045","2","222","101","9.234234234234235"
"21","0.5","116","4.031847133757962","28","314","741","9.331210191082803"
"26","1","24","4.045454545454546","2","220","101","9.136363636363637"
"22","1","104","4.122112211221122","18","303","626","9.313531353135314"
"21","0.5","117","4.032154340836013","30","311","741","9.234726688102894"
"22","1","105","4.119205298013245","18","302","626","9.278145695364238"
"23","2","103","3.9172185430463577","17","302","561","9.543046357615895"
"24","4","37","3.6568265682656826","5","271","169","9.173431734317344"
"25","0.5","22","4.037735849056604","2","265","142","9.139622641509433"
"23","2","104","3.919732441471572","18","299","561","9.451505016722408"
"24","4","38","4.044444444444444","5","270","169","9.133333333333333"
"25","0.5","23","4.037878787878788","2","264","142","9.136363636363637"
"24","4","39","4.044444444444444","5","270","169","9.133333333333333"
"23","2","105","3.9194630872483223","19","298","561","9.416107382550335"
"25","0.5","24","4.037878787878788","2","264","142","9.136363636363637"
"26","1","25","3.8347826086956522","2","230","126","9.356521739130434"
"22","1","106","4.1262458471760795","18","301","637","9.315614617940199"
"26","1","26","4.03056768558952","2","229","126","9.31004366812227"
"21","0.5","118","4.029032258064516","31","310","763","9.341935483870968"
"22","1","107","4.1066666666666665","18","300","637","9.28"
"26","1","27","4.030701754385965","2","228","126","9.263157894736842"
"24","4","40","4.044609665427509","5","269","181","9.182156133828997"
"22","1","108","4.116666666666666","18","300","637","9.28"
"21","0.5","119","4.02588996763754","31","309","763","9.339805825242719"
"23","2","106","3.919191919191919","20","297","577","9.494949494949495"
"21","0.5","120","4.025974025974026","31","308","763","9.337662337662337"
