"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"CVD_Risk_Behaviour.nlogox"
"Experiment_4A_Inflow"
"07/28/2026 22:12:53:499 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","annual_inflow","monthly-outmigration-prob","influence_weight_friend","gamma_net","relapse_friend_threshold","p_relapse","gamma_behavior","N_h","t_lag_years","theta_tol","omega_age","influence_weight_household","F_max","[step]","count turtles","mean [risk-score] of turtles"
"5","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","119","306","4.045751633986928"
"5","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","120","306","4.045751633986928"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","16","248","3.939516129032258"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","17","247","3.935222672064777"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","19","238","4.042016806722689"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","18","246","3.9390243902439024"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","20","238","4.042016806722689"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","1","246","3.910569105691057"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","21","236","4.0423728813559325"
"4","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","115","311","4.009646302250804"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","2","244","3.971311475409836"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","13","242","3.8388429752066116"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","3","243","3.97119341563786"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","14","241","4.016597510373444"
"4","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","116","311","4.009646302250804"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","0","228","4.017543859649122"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","19","246","3.934959349593496"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","15","241","4.020746887966805"
"4","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","117","310","4.009677419354839"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","20","245","3.9346938775510205"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","22","234","4.042735042735043"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","21","245","3.9346938775510205"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","23","234","4.042735042735043"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","16","240","4.016666666666667"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","24","230","4.043478260869565"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","17","240","4.016666666666667"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","4","242","3.9710743801652892"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","22","242","3.9338842975206614"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","1","228","3.973684210526316"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","23","241","3.933609958506224"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","18","240","4.016666666666667"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","24","241","3.933609958506224"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","5","242","3.975206611570248"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","2","227","3.951541850220264"
"4","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","118","306","4.0130718954248366"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","6","241","3.970954356846473"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","3","227","3.960352422907489"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","25","246","3.7804878048780486"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","19","240","4.016666666666667"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","26","245","4.03265306122449"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","20","238","4.016806722689076"
"4","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","119","306","4.016339869281046"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","27","244","4.036885245901639"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","25","261","3.632183908045977"
"4","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","120","304","4.019736842105263"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","21","237","4.0168776371308015"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","26","260","3.9269230769230767"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","4","227","3.960352422907489"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","27","260","3.9269230769230767"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","7","240","3.975"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","5","226","3.9601769911504423"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","8","240","3.970833333333333"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","28","244","4.036885245901639"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","9","237","3.978902953586498"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","6","226","3.9601769911504423"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","29","243","4.041152263374485"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","22","237","4.0168776371308015"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","30","243","4.041152263374485"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","28","260","3.923076923076923"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","23","235","4.017021276595744"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","29","259","3.918918918918919"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","24","235","4.017021276595744"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","30","259","3.922779922779923"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","31","243","4.041152263374485"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","7","226","3.9601769911504423"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","10","235","3.974468085106383"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","32","241","4.04149377593361"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","11","234","3.9786324786324787"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","33","241","4.04149377593361"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","8","226","3.9601769911504423"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","31","257","3.9260700389105057"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","12","232","3.9827586206896552"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","9","225","3.9644444444444447"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","25","249","3.7590361445783134"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","32","256","3.92578125"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","26","248","3.9919354838709675"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","33","255","3.925490196078431"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","27","248","4"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","240","4.041666666666667"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","0","255","4.12156862745098"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","239","4.046025104602511"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","10","225","3.9644444444444447"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","238","4.046218487394958"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","11","223","3.9641255605381165"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","28","247","3.9959514170040484"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","255","3.925490196078431"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","12","222","3.963963963963964"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","253","3.924901185770751"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","29","247","3.9959514170040484"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","13","250","3.708"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","251","3.9243027888446216"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","30","246","3.9959349593495936"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","1","254","4.035433070866142"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","14","249","4.004016064257028"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","2","254","4.051181102362205"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","15","249","4.004016064257028"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","3","254","4.062992125984252"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","251","3.8366533864541834"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","13","233","3.776824034334764"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","251","4.039840637450199"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","31","245","3.9959183673469387"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","251","4.047808764940239"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","14","233","3.9356223175965663"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","32","245","3.9959183673469387"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","15","233","3.9313304721030042"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","16","246","4"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","33","244","3.9959016393442623"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","277","3.5379061371841156"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","4","253","4.063241106719367"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","17","245","4"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","277","3.935018050541516"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","249","4.048192771084337"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","5","253","4.063241106719367"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","18","244","3.9959016393442623"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","16","233","3.9313304721030042"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","277","3.949458483754513"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","249","4.048192771084337"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","17","233","3.9313304721030042"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","6","252","4.063492063492063"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","248","4.044354838709677"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","241","3.995850622406639"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","18","232","3.9310344827586206"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","241","3.995850622406639"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","241","3.995850622406639"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","274","3.9416058394160585"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","19","232","3.9310344827586206"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","19","242","3.987603305785124"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","248","4.044354838709677"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","270","3.933333333333333"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","20","231","3.935064935064935"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","7","252","4.063492063492063"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","20","241","3.983402489626556"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","247","4.044534412955466"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","21","231","3.9393939393939394"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","270","3.9296296296296296"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","8","252","4.063492063492063"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","246","4.044715447154472"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","21","239","3.98326359832636"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","9","252","4.063492063492063"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","22","229","3.938864628820961"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","246","4.044715447154472"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","257","3.7315175097276265"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","245","4.044897959183674"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","256","4"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","269","3.929368029739777"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","245","4.044897959183674"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","22","236","3.983050847457627"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","10","252","4.063492063492063"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","23","227","3.9383259911894273"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","255","3.988235294117647"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","269","3.929368029739777"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","24","226","3.938053097345133"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","11","251","4.063745019920319"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","23","234","3.982905982905983"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","268","3.9291044776119404"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","12","251","4.063745019920319"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","24","234","3.982905982905983"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","254","3.9921259842519685"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","260","3.796153846153846"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","254","3.9921259842519685"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","257","4.042801556420233"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","254","3.9921259842519685"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","25","247","3.603238866396761"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","266","3.9285714285714284"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","257","4.046692607003891"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","13","255","4"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","26","245","3.9346938775510205"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","266","3.9285714285714284"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","14","254","4.062992125984252"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","27","244","3.9221311475409837"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","266","3.9285714285714284"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","15","253","4.071146245059288"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","254","3.9921259842519685"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","25","247","3.7246963562753037"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","253","3.992094861660079"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","26","246","3.959349593495935"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","255","4.03921568627451"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","252","3.992063492063492"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","255","4.03921568627451"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","27","246","3.9552845528455283"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","28","244","3.9221311475409837"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","255","4.043137254901961"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","16","252","4.063492063492063"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","29","244","3.9221311475409837"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","17","250","4.06"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","30","244","3.9221311475409837"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","252","3.992063492063492"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","18","249","4.0602409638554215"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","281","3.718861209964413"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","28","244","3.959016393442623"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","250","3.992"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","255","4.03921568627451"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","281","3.9288256227758005"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","29","244","3.959016393442623"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","255","4.03921568627451"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","250","3.992"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","280","3.932142857142857"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","30","244","3.959016393442623"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","254","4.043307086614173"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","31","244","3.9221311475409837"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","19","247","4.05668016194332"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","32","243","3.921810699588477"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","20","246","4.056910569105691"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","33","242","3.9214876033057853"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","31","243","3.9588477366255144"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","21","246","4.056910569105691"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","32","243","3.9588477366255144"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","254","4.039370078740157"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","280","3.932142857142857"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","253","4.047430830039525"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","33","242","3.958677685950413"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","265","3.7660377358490567"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","280","3.932142857142857"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","242","3.9214876033057853"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","252","4.0396825396825395"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","264","3.981060606060606"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","278","3.931654676258993"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","242","3.9214876033057853"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","22","243","4.05761316872428"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","261","3.9770114942528734"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","242","3.9214876033057853"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","23","241","4.058091286307054"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","24","239","4.066945606694561"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","242","3.958677685950413"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","277","3.931407942238267"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","242","3.958677685950413"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","277","3.927797833935018"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","241","3.95850622406639"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","260","3.9884615384615385"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","61","275","3.6945454545454544"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","277","3.931407942238267"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","260","3.9923076923076923"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","62","273","4.021978021978022"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","251","3.733067729083665"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","63","270","4.04074074074074"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","256","3.9921875"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","251","3.9243027888446216"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","251","3.9243027888446216"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","25","256","3.8046875"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","275","3.9272727272727272"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","26","254","4.062992125984252"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","275","3.9272727272727272"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","27","253","4.059288537549407"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","258","3.682170542635659"
"8","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","274","3.927007299270073"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","250","3.924"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","258","3.9767441860465116"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","64","270","4.048148148148148"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","255","3.992156862745098"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","250","3.92"
"10","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","257","3.9610894941634243"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","65","270","4.044444444444444"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","255","3.992156862745098"
"11","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","247","3.919028340080972"
"7","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","66","270","4.048148148148148"
"9","0","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","254","3.9921259842519685"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","28","253","4.059288537549407"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","29","252","4.059523809523809"
"12","5","0.0025","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","30","251","4.055776892430279"
