"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"CVD_Risk_Behaviour.nlogox"
"Experiment_4B_Outmigration"
"07/28/2026 22:20:41:780 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","annual_inflow","monthly-outmigration-prob","influence_weight_friend","gamma_net","relapse_friend_threshold","p_relapse","gamma_behavior","N_h","t_lag_years","theta_tol","omega_age","influence_weight_household","F_max","[step]","count turtles","mean [count link-neighbors] of turtles","mean [risk-score] of turtles"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","32","248","11.508064516129032","3.9838709677419355"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","264","11.583333333333334","4.1022727272727275"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","14","252","11.753968253968255","3.9682539682539684"
"24","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","115","291","10.742268041237113","4.082474226804123"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","33","248","11.508064516129032","3.9798387096774195"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","32","250","11.544","4.076"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","262","11.458015267175572","4.103053435114504"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","15","251","11.752988047808765","3.9721115537848606"
"24","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","116","289","10.719723183391004","4.083044982698962"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","251","11.633466135458168","3.9322709163346614"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","33","250","11.544","4.076"
"24","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","117","285","10.554385964912282","4.080701754385965"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","250","11.584","3.932"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","250","11.584","3.932"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","247","11.619433198380566","3.983805668016194"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","16","250","11.768","3.976"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","260","11.446153846153846","4.1038461538461535"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","246","11.577235772357724","3.9796747967479673"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","17","248","11.725806451612904","3.967741935483871"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","260","11.446153846153846","4.1"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","249","11.646586345381525","4.076305220883534"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","245","11.510204081632653","3.983673469387755"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","18","248","11.725806451612904","3.963709677419355"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","260","11.446153846153846","4.1038461538461535"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","248","11.60483870967742","4.076612903225806"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","248","11.60483870967742","4.076612903225806"
"24","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","118","284","10.704225352112676","4.084507042253521"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","248","11.64516129032258","3.931451612903226"
"24","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","119","282","10.638297872340425","4.081560283687943"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","248","11.64516129032258","3.931451612903226"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","19","247","11.805668016194332","3.9635627530364372"
"24","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","120","280","10.535714285714286","4.082142857142857"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","246","11.544715447154472","3.930894308943089"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","260","11.569230769230769","4.1"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","20","247","11.805668016194332","3.9635627530364372"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","259","11.513513513513514","4.100386100386101"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","21","243","11.604938271604938","3.962962962962963"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","257","11.673151750972762","3.7782101167315174"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","257","11.392996108949417","4.101167315175097"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","256","11.6171875","3.98046875"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","256","11.6171875","3.97265625"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","256","11.7265625","3.93359375"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","256","11.7265625","4.09375"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","22","242","11.661157024793388","3.9628099173553717"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","255","11.701960784313725","4.090196078431372"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","23","242","11.661157024793388","3.9628099173553717"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","0","245","11.893877551020408","3.877551020408163"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","255","11.694117647058823","3.9607843137254903"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","258","11.65891472868217","3.748062015503876"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","24","241","11.601659751037344","3.962655601659751"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","255","11.694117647058823","3.9568627450980394"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","257","11.59533073929961","3.922178988326848"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","263","11.627376425855513","3.988593155893536"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","255","11.505882352941176","3.925490196078431"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","255","11.694117647058823","3.9568627450980394"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","255","11.780392156862746","4.090196078431372"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","262","11.580152671755725","4.068702290076335"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","261","11.563218390804598","4.0727969348659006"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","255","11.780392156862746","4.090196078431372"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","1","243","12.024691358024691","4.053497942386831"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","253","11.683794466403162","4.090909090909091"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","254","11.68503937007874","3.956692913385827"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","2","243","12.024691358024691","4.049382716049383"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","255","11.615686274509804","3.929411764705882"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","254","11.68503937007874","3.956692913385827"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","3","243","12.024691358024691","4.045267489711934"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","255","11.615686274509804","3.929411764705882"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","25","262","11.442748091603054","3.645038167938931"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","252","11.571428571428571","3.9563492063492065"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","260","11.6","4.061538461538461"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","26","262","11.442748091603054","3.935114503816794"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","254","11.5748031496063","3.9291338582677167"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","251","11.641434262948207","4.091633466135458"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","259","11.583011583011583","4.061776061776062"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","27","261","11.39463601532567","3.942528735632184"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","250","11.576","4.092"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","258","11.534883720930232","4.065891472868217"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","248","11.46774193548387","4.084677419354839"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","252","11.666666666666666","3.9563492063492065"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","4","243","12.222222222222221","4.049382716049383"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","253","11.596837944664031","3.9288537549407114"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","251","11.609561752988048","3.956175298804781"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","28","258","11.348837209302326","3.934108527131783"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","5","242","12.15702479338843","4.045454545454546"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","253","11.596837944664031","3.9288537549407114"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","250","11.552","3.96"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","6","241","12.099585062240664","4.045643153526971"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","258","11.635658914728682","4.065891472868217"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","29","258","11.348837209302326","3.9302325581395348"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","251","11.52191235059761","3.9322709163346614"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","257","11.59533073929961","4.0778210116731515"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","30","258","11.348837209302326","3.9302325581395348"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","248","11.685483870967742","4.076612903225806"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","257","11.59533073929961","4.0778210116731515"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","247","11.635627530364372","4.0728744939271255"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","247","11.635627530364372","4.0728744939271255"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","7","241","12.240663900414937","4.045643153526971"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","8","239","12.150627615062762","4.041841004184101"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","249","11.542168674698795","3.9357429718875503"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","31","257","11.447470817120623","3.9299610894941632"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","269","11.293680297397769","3.6356877323420074"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","256","11.6328125","4.0859375"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","9","239","12.150627615062762","4.041841004184101"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","248","11.524193548387096","3.939516129032258"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","32","256","11.4375","3.9296875"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","256","11.6328125","4.08203125"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","268","11.313432835820896","3.9738805970149254"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","248","11.524193548387096","3.939516129032258"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","256","11.6328125","4.08203125"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","33","256","11.4375","3.9296875"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","266","11.225563909774436","3.9586466165413534"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","269","11.41263940520446","3.7397769516728623"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","10","239","12.267782426778243","4.041841004184101"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","269","11.41263940520446","4.0817843866171"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","11","235","12.034042553191489","4.042553191489362"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","254","11.417322834645669","3.9291338582677167"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","266","11.368421052631579","3.9586466165413534"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","12","235","12.034042553191489","4.042553191489362"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","269","11.41263940520446","4.089219330855019"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","253","11.375494071146244","3.9288537549407114"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","264","11.318181818181818","3.9696969696969697"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","61","266","11.556390977443609","3.9097744360902253"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","61","259","11.613899613899614","3.7606177606177607"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","253","11.375494071146244","3.9288537549407114"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","263","11.269961977186313","3.9771863117870723"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","62","265","11.49433962264151","4.1056603773584905"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","62","258","11.550387596899224","4.003875968992248"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","269","11.509293680297398","4.08550185873606"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","63","262","11.34351145038168","4.122137404580153"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","63","256","11.4375","3.99609375"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","269","11.509293680297398","4.08550185873606"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","269","11.509293680297398","4.08550185873606"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","13","263","11.642585551330798","3.612167300380228"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","263","11.376425855513308","3.9771863117870723"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","64","262","11.511450381679388","4.122137404580153"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","262","11.320610687022901","3.9770992366412212"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","14","263","11.642585551330798","3.9847908745247147"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","269","11.605947955390334","4.089219330855019"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","64","255","11.56078431372549","4"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","65","259","11.366795366795367","4.127413127413128"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","262","11.320610687022901","3.9770992366412212"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","15","262","11.587786259541986","3.9885496183206106"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","264","11.583333333333334","3.75"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","268","11.574626865671641","4.085820895522388"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","66","257","11.268482490272374","4.128404669260701"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","65","255","11.56078431372549","3.996078431372549"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","264","11.583333333333334","3.9166666666666665"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","264","11.356060606060606","4.087121212121212"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","66","253","11.438735177865613","4"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","264","11.583333333333334","3.9166666666666665"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","16","261","11.632183908045977","3.9885057471264367"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","261","11.348659003831418","3.9731800766283527"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","17","261","11.632183908045977","3.9885057471264367"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","260","11.307692307692308","3.9653846153846155"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","67","255","11.372549019607844","4.12156862745098"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","260","11.307692307692308","3.9615384615384617"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","18","261","11.632183908045977","3.9885057471264367"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","261","11.46360153256705","3.9195402298850577"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","264","11.484848484848484","4.087121212121212"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","67","252","11.507936507936508","3.996031746031746"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","68","255","11.372549019607844","4.129411764705883"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","259","11.38996138996139","3.922779922779923"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","264","11.484848484848484","4.087121212121212"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","68","251","11.474103585657371","3.99601593625498"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","69","254","11.307086614173228","4.125984251968504"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","69","251","11.474103585657371","3.99601593625498"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","264","11.484848484848484","4.087121212121212"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","259","11.38996138996139","3.922779922779923"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","19","261","11.739463601532567","3.9885057471264367"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","20","260","11.684615384615384","3.9884615384615385"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","21","260","11.684615384615384","3.9884615384615385"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","70","253","11.40711462450593","4.134387351778656"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","61","276","11.369565217391305","3.7355072463768115"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","70","250","11.528","4"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","71","253","11.40711462450593","4.122529644268774"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","259","11.467181467181467","3.922779922779923"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","71","250","11.528","3.996"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","62","274","11.284671532846716","3.989051094890511"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","72","253","11.40711462450593","4.130434782608695"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","61","275","11.512727272727274","3.923636363636364"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","63","272","11.198529411764707","4"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","72","249","11.46987951807229","3.995983935742972"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","259","11.467181467181467","3.922779922779923"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","22","259","11.737451737451737","3.988416988416988"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","62","273","11.428571428571429","4.1098901098901095"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","259","11.467181467181467","3.922779922779923"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","63","273","11.428571428571429","4.113553113553113"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","23","259","11.737451737451737","3.988416988416988"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","24","258","11.674418604651162","3.988372093023256"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","73","271","11.350553505535055","3.848708487084871"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","64","272","11.367647058823529","4"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","64","272","11.477941176470589","4.110294117647059"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","259","11.567567567567568","3.922779922779923"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","74","270","11.28888888888889","4.0777777777777775"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","65","271","11.313653136531366","4"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","73","264","11.393939393939394","3.768939393939394"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","65","271","11.476014760147601","4.11070110701107"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","258","11.51937984496124","3.9263565891472867"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","66","270","11.25925925925926","4"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","75","268","11.194029850746269","4.082089552238806"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","74","262","11.282442748091603","4.034351145038168"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","75","259","11.135135135135135","4.046332046332046"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","66","270","11.414814814814815","4.111111111111111"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","256","11.421875","3.9296875"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","25","275","11.621818181818181","3.7418181818181817"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","26","275","11.621818181818181","3.9927272727272727"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","27","275","11.621818181818181","3.9890909090909092"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","76","267","11.220973782771535","4.086142322097379"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","67","266","11.218045112781954","4"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","77","266","11.172932330827068","4.082706766917293"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","76","258","11.232558139534884","4.034883720930233"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","68","264","11.143939393939394","4"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","78","266","11.172932330827068","4.082706766917293"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","77","256","11.140625","4.03515625"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","69","264","11.143939393939394","4"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","28","274","11.613138686131387","3.989051094890511"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","274","11.554744525547445","3.6715328467153285"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","78","256","11.140625","4.03515625"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","29","272","11.514705882352942","3.985294117647059"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","67","270","11.533333333333333","4.111111111111111"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","273","11.523809523809524","3.9853479853479854"
"30","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","30","271","11.453874538745387","3.985239852398524"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","68","268","11.455223880597014","4.119402985074627"
"29","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","272","11.477941176470589","3.9816176470588234"
"28","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","69","267","11.423220973782772","4.116104868913857"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","79","265","11.320754716981131","4.083018867924529"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","79","255","11.223529411764705","4.035294117647059"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","70","263","11.338403041825096","4"
"26","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","80","263","11.209125475285171","4.079847908745247"
"25","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","80","255","11.223529411764705","4.035294117647059"
"27","10","0.005","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","71","263","11.338403041825096","3.9961977186311786"
